	('cellCount 0',)	('percentApoptoticCells 1',)
('2989 2670', 'recordedWell: G13', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 1.23457')	199.0	15.160859
('2990 2671', 'recordedWell: G13', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 1.23457')	176.0	40.35083
('2991 2672', 'recordedWell: G13', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 1.23457')	153.0	27.450981
('2992 2673', 'recordedWell: G14', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	278.0	1.35929
('2993 2674', 'recordedWell: G14', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	573.0	1.292799
('2994 2675', 'recordedWell: G14', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	927.0	2.049623
('2995 2676', 'recordedWell: G15', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 1.23457')	126.0	13.583248
('2996 2677', 'recordedWell: G15', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 1.23457')	153.0	35.313957
('2997 2678', 'recordedWell: G15', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 1.23457')	131.0	25.19084
('2998 2679', 'recordedWell: G16', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 3.703706667')	149.0	6.302466
('2999 2680', 'recordedWell: G16', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 3.703706667')	175.0	34.884644
('3000 2681', 'recordedWell: G16', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 3.703706667')	180.0	28.333334
('3001 2682', 'recordedWell: G17', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.001696667')	313.0	0.980789
('3002 2683', 'recordedWell: G17', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.001696667')	636.0	1.412676
('3003 2684', 'recordedWell: G17', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.001696667')	883.0	2.944507
('3004 2685', 'recordedWell: G18', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 3.703706667')	136.0	7.20602
('3005 2686', 'recordedWell: G18', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 3.703706667')	173.0	33.677464
('3006 2687', 'recordedWell: G18', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 3.703706667')	147.0	29.251701
('3007 2688', 'recordedWell: G19', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.001696667')	361.0	1.714947
('3008 2689', 'recordedWell: G19', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.001696667')	640.0	1.081586
('3009 2690', 'recordedWell: G19', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.001696667')	875.0	1.028571
('3010 2691', 'recordedWell: G20', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.015243333')	251.0	0.847898
('3011 2692', 'recordedWell: G20', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.015243333')	681.0	1.143512
('3012 2693', 'recordedWell: G20', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.015243333')	823.0	1.701094
('3013 2694', 'recordedWell: G21', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	220.0	0.94387
('3014 2695', 'recordedWell: G21', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	566.0	1.227582
('3015 2696', 'recordedWell: G21', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	840.0	2.261905
('3016 2697', 'recordedWell: G22', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.015243333')	237.0	1.230435
('3017 2698', 'recordedWell: G22', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.015243333')	522.0	1.63481
('3018 2699', 'recordedWell: G22', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.015243333')	798.0	2.380952
('3019 2700', 'recordedWell: H03', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 3.703706667')	237.0	0.977132
('3020 2701', 'recordedWell: H03', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 3.703706667')	564.0	2.055487
('3021 2702', 'recordedWell: H03', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 3.703706667')	661.0	1.664145
('3022 2703', 'recordedWell: H04', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	230.0	0.74207
('3023 2704', 'recordedWell: H04', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	592.0	2.143051
('3024 2705', 'recordedWell: H04', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	923.0	3.791983
('3025 2706', 'recordedWell: H05', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 3.703706667')	238.0	1.053427
('3026 2707', 'recordedWell: H05', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 3.703706667')	506.0	3.133493
('3027 2708', 'recordedWell: H05', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 3.703706667')	798.0	2.631579
('3028 2709', 'recordedWell: H06', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 3.703706667')	181.0	12.820372
('3029 2710', 'recordedWell: H06', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 3.703706667')	236.0	34.289345
('3030 2711', 'recordedWell: H06', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 3.703706667')	162.0	46.913582
('3031 2712', 'recordedWell: H07', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.005083333')	294.0	1.779893
('3032 2713', 'recordedWell: H07', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.005083333')	601.0	2.559395
('3033 2714', 'recordedWell: H07', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.005083333')	883.0	1.359003
('3034 2715', 'recordedWell: H08', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 3.703706667')	188.0	13.069787
('3035 2716', 'recordedWell: H08', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 3.703706667')	232.0	32.550499
('3036 2717', 'recordedWell: H08', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 3.703706667')	211.0	24.64455
('3037 2718', 'recordedWell: H09', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.005083333')	276.0	2.870176
('3038 2719', 'recordedWell: H09', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.005083333')	592.0	2.008282
('3039 2720', 'recordedWell: H09', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.005083333')	1026.0	1.851852
('3040 2721', 'recordedWell: H10', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.005083333')	315.0	2.642197
('3041 2722', 'recordedWell: H10', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.005083333')	630.0	1.326703
('3042 2723', 'recordedWell: H10', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.005083333')	930.0	1.72043
('3043 2724', 'recordedWell: H11', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	316.0	1.957217
('3044 2725', 'recordedWell: H11', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	625.0	1.676525
('3045 2726', 'recordedWell: H11', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	1024.0	2.636719
('3046 2727', 'recordedWell: H12', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.005083333')	348.0	1.487163
('3047 2728', 'recordedWell: H12', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.005083333')	697.0	1.045958
('3048 2729', 'recordedWell: H12', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.005083333')	872.0	1.490826
('3049 2730', 'recordedWell: H13', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 1.23457')	155.0	9.174067
('3050 2731', 'recordedWell: H13', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 1.23457')	177.0	19.906231
('3051 2732', 'recordedWell: H13', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 1.23457')	194.0	11.85567
('3052 2733', 'recordedWell: H14', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	320.0	0.465156
('3053 2734', 'recordedWell: H14', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	603.0	1.125888
('3054 2735', 'recordedWell: H14', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	902.0	2.32816
('3055 2736', 'recordedWell: H15', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 1.23457')	168.0	12.497165
('3056 2737', 'recordedWell: H15', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 1.23457')	189.0	17.788649
('3057 2738', 'recordedWell: H15', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 1.23457')	179.0	11.731844
('3058 2739', 'recordedWell: H16', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 3.703706667')	246.0	8.600668
('3059 2740', 'recordedWell: H16', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 3.703706667')	139.0	33.253841
('3060 2741', 'recordedWell: H16', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 3.703706667')	92.0	35.869564
('3061 2742', 'recordedWell: H17', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.001696667')	307.0	1.39237
('3062 2743', 'recordedWell: H17', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.001696667')	707.0	1.309615
('3063 2744', 'recordedWell: H17', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.001696667')	276.0	26.086956
('3064 2745', 'recordedWell: H18', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 3.703706667')	116.0	7.775528
('3065 2746', 'recordedWell: H18', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 3.703706667')	154.0	35.249794
('3066 2747', 'recordedWell: H18', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 3.703706667')	83.0	40.963856
('3067 2748', 'recordedWell: H19', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.001696667')	263.0	1.547021
('3068 2749', 'recordedWell: H19', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.001696667')	677.0	1.230001
('3069 2750', 'recordedWell: H19', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.001696667')	888.0	3.490991
('3070 2751', 'recordedWell: H20', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	212.0	3.428476
('3071 2752', 'recordedWell: H20', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	283.0	17.583515
('3072 2753', 'recordedWell: H20', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	247.0	27.125505
('3073 2754', 'recordedWell: H21', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	272.0	0.905599
('3074 2755', 'recordedWell: H21', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	566.0	1.291291
('3075 2756', 'recordedWell: H21', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	826.0	2.179177
('3076 2757', 'recordedWell: H22', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	145.0	4.638035
('3077 2758', 'recordedWell: H22', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	211.0	20.040033
('3078 2759', 'recordedWell: H22', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	186.0	31.182796
('3079 2760', 'recordedWell: I03', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	174.0	2.851603
('3080 2761', 'recordedWell: I03', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	458.0	4.81626
('3081 2762', 'recordedWell: I03', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	630.0	3.809524
('3082 2763', 'recordedWell: I04', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	220.0	1.033165
('3083 2764', 'recordedWell: I04', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	645.0	2.319346
('3084 2765', 'recordedWell: I04', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	863.0	1.969873
('3085 2766', 'recordedWell: I05', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	269.0	1.806385
('3086 2767', 'recordedWell: I05', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	406.0	6.056461
('3087 2768', 'recordedWell: I05', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	696.0	4.885057
('3088 2769', 'recordedWell: I06', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 1.23457')	91.0	12.075653
('3089 2770', 'recordedWell: I06', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 1.23457')	115.0	41.398129
('3090 2771', 'recordedWell: I06', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 1.23457')	111.0	50.450451
('3091 2772', 'recordedWell: I07', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.001696667')	251.0	2.121309
('3092 2773', 'recordedWell: I07', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.001696667')	582.0	1.576295
('3093 2774', 'recordedWell: I07', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.001696667')	868.0	1.267281
('3094 2775', 'recordedWell: I08', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 1.23457')	187.0	16.121643
('3095 2776', 'recordedWell: I08', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 1.23457')	144.0	48.351929
('3096 2777', 'recordedWell: I08', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 1.23457')	139.0	38.129498
('3097 2778', 'recordedWell: I09', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.001696667')	280.0	2.193861
('3098 2779', 'recordedWell: I09', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.001696667')	650.0	1.533424
('3099 2780', 'recordedWell: I09', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.001696667')	849.0	0.471143
('3100 2781', 'recordedWell: I10', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.001696667')	279.0	3.071285
('3101 2782', 'recordedWell: I10', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.001696667')	736.0	1.604499
('3102 2783', 'recordedWell: I10', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.001696667')	889.0	1.124859
('3103 2784', 'recordedWell: I11', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	321.0	2.139822
('3104 2785', 'recordedWell: I11', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	679.0	1.015657
('3105 2786', 'recordedWell: I11', 'day_timepoint: 3', 'cell_clName: PC-9', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	787.0	1.143583
('3106 2787', 'recordedWell: I12', 'day_timepoint: 1', 'cell_clName: PC-9', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.001696667')	292.0	2.976392
('3107 2788', 'recordedWell: I12', 'day_timepoint: 2', 'cell_clName: PC-9', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.001696667')	644.0	1.770859
