	('seedingDensity 0',)	('meanTotalCellCountBeforeTreatment 1',)	('meanTotalCellCountAfterTreatment 2',)	('meanTotalControlCellCount 3',)	('meanRelativeCellCount 4',)	('meanNormalizedGrowthRateInhibitionValue 5',)
('GSK2126458 8394', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: GSK2126458', 'cell_clName: MCF7', 'smallMolConcentration: 1', 'replicate: 11')	5000.0	1515.3182	2564.6667	5308.5	0.52962	0.38467
('GSK2126458 8395', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: GSK2126458', 'cell_clName: MCF7', 'smallMolConcentration: 3.1623', 'replicate: 11')	5000.0	1515.3182	2108.0	5308.5	0.44004	0.23602
('GSK2126458 8396', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: GSK2126458', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'replicate: 11')	5000.0	1515.3182	1677.0	5308.5	0.34859	0.070724
('Nilotinib 8397', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF7', 'smallMolConcentration: 0.0033113', 'replicate: 11')	5000.0	1515.3182	5516.3333	5308.5	1.0368	1.0406
('Nilotinib 8398', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF7', 'smallMolConcentration: 0.01', 'replicate: 11')	5000.0	1515.3182	5441.6667	5308.5	1.0241	1.0281
('Nilotinib 8399', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF7', 'smallMolConcentration: 0.031623', 'replicate: 11')	5000.0	1515.3182	5284.6667	5308.5	1.0027	1.0132
('Nilotinib 8400', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF7', 'smallMolConcentration: 0.1', 'replicate: 11')	5000.0	1515.3182	5674.6667	5308.5	1.0782	1.1024
('Nilotinib 8401', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF7', 'smallMolConcentration: 0.31623', 'replicate: 11')	5000.0	1515.3182	5363.0	5308.5	1.0237	1.0448
('Nilotinib 8402', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF7', 'smallMolConcentration: 1', 'replicate: 11')	5000.0	1515.3182	5125.3333	5308.5	0.99823	1.0331
('Nilotinib 8403', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF7', 'smallMolConcentration: 3.1623', 'replicate: 11')	5000.0	1515.3182	4992.6667	5308.5	0.96947	0.99691
('Nilotinib 8404', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'replicate: 11')	5000.0	1515.3182	1994.3333	5308.5	0.42668	0.21811
('Nilotinib 8405', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MCF7', 'smallMolConcentration: 19.9526', 'replicate: 11')	5000.0	1515.3182	2203.6667	5308.5	0.4625	0.28079
('Taxol 8406', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MCF7', 'smallMolConcentration: 0.00016596', 'replicate: 11')	5000.0	1515.3182	5203.0	5308.5	0.98205	0.98187
('Taxol 8407', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MCF7', 'smallMolConcentration: 0.00033113', 'replicate: 11')	5000.0	1515.3182	5415.6667	5308.5	1.0152	1.0114
('Taxol 8408', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MCF7', 'smallMolConcentration: 0.001', 'replicate: 11')	5000.0	1515.3182	5464.3333	5308.5	1.0462	1.0774
('Taxol 8409', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MCF7', 'smallMolConcentration: 0.0031623', 'replicate: 11')	5000.0	1515.3182	4880.0	5308.5	0.99104	1.0722
('Taxol 8410', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MCF7', 'smallMolConcentration: 0.01', 'replicate: 11')	5000.0	1515.3182	3370.6667	5308.5	0.67162	0.60403
('Taxol 8411', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MCF7', 'smallMolConcentration: 0.031623', 'replicate: 11')	5000.0	1515.3182	2821.0	5308.5	0.57731	0.46515
('Taxol 8412', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MCF7', 'smallMolConcentration: 0.1', 'replicate: 11')	5000.0	1515.3182	2457.3333	5308.5	0.49883	0.33764
('Taxol 8413', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MCF7', 'smallMolConcentration: 0.31623', 'replicate: 11')	5000.0	1515.3182	2216.6667	5308.5	0.44209	0.23904
('Taxol 8414', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MCF7', 'smallMolConcentration: 1', 'replicate: 11')	5000.0	1515.3182	2197.3333	5308.5	0.43126	0.2177
('Palbociclib 8415', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MCF7', 'smallMolConcentration: 0.0033113', 'replicate: 11')	5000.0	1515.3182	5606.0	5308.5	1.0524	1.0547
('Palbociclib 8416', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MCF7', 'smallMolConcentration: 0.01', 'replicate: 11')	5000.0	1515.3182	5283.3333	5308.5	0.99626	0.99544
('Palbociclib 8417', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MCF7', 'smallMolConcentration: 0.031623', 'replicate: 11')	5000.0	1515.3182	4974.6667	5308.5	0.93251	0.90911
('Palbociclib 8418', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MCF7', 'smallMolConcentration: 0.1', 'replicate: 11')	5000.0	1515.3182	4030.3333	5308.5	0.76362	0.70332
('Palbociclib 8419', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MCF7', 'smallMolConcentration: 0.31623', 'replicate: 11')	5000.0	1515.3182	3347.3333	5308.5	0.65008	0.55961
('Palbociclib 8420', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MCF7', 'smallMolConcentration: 1', 'replicate: 11')	5000.0	1515.3182	2896.6667	5308.5	0.57762	0.46319
('Palbociclib 8421', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MCF7', 'smallMolConcentration: 3.1623', 'replicate: 11')	5000.0	1515.3182	2870.3333	5308.5	0.57858	0.46861
('Palbociclib 8422', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MCF7', 'smallMolConcentration: 10', 'replicate: 11')	5000.0	1515.3182	2855.0	5308.5	0.5826	0.47893
('Palbociclib 8423', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MCF7', 'smallMolConcentration: 19.9526', 'replicate: 11')	5000.0	1515.3182	2817.0	5308.5	0.57949	0.47318
('17-AAG 8424', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: 17-AAG', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.0016596', 'replicate: 10')	156.25	67.0909	266.3333	209.9167	1.2531	1.2715
('17-AAG 8425', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: 17-AAG', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.0033113', 'replicate: 10')	156.25	67.0909	214.6667	209.9167	1.0207	1.0224
('17-AAG 8426', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: 17-AAG', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.01', 'replicate: 10')	156.25	67.0909	360.3333	209.9167	1.72	1.7879
('17-AAG 8427', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: 17-AAG', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.031623', 'replicate: 10')	156.25	67.0909	295.0	209.9167	1.4082	1.4677
('17-AAG 8428', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: 17-AAG', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.1', 'replicate: 10')	156.25	67.0909	276.6667	209.9167	1.3027	1.3275
('17-AAG 8429', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: 17-AAG', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.31623', 'replicate: 10')	156.25	67.0909	216.0	209.9167	1.0071	0.96012
('17-AAG 8430', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: 17-AAG', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1', 'replicate: 10')	156.25	67.0909	140.3333	209.9167	0.66157	0.54342
('17-AAG 8431', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: 17-AAG', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.1623', 'replicate: 10')	156.25	67.0909	80.3333	209.9167	0.38662	0.11886
('17-AAG 8432', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: 17-AAG', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'replicate: 10')	156.25	67.0909	59.6667	209.9167	0.28706	-0.067894
('Erlotinib 8433', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Erlotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.0033113', 'replicate: 10')	156.25	67.0909	270.3333	209.9167	1.2716	1.2906
('Erlotinib 8434', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Erlotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.01', 'replicate: 10')	156.25	67.0909	212.3333	209.9167	1.0134	1.0101
('Erlotinib 8435', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Erlotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.031623', 'replicate: 10')	156.25	67.0909	275.3333	209.9167	1.3292	1.3871
('Erlotinib 8436', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Erlotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.1', 'replicate: 10')	156.25	67.0909	283.3333	209.9167	1.3178	1.3022
('Erlotinib 8437', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Erlotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.31623', 'replicate: 10')	156.25	67.0909	259.6667	209.9167	1.2186	1.2255
('Erlotinib 8438', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Erlotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1', 'replicate: 10')	156.25	67.0909	295.6667	209.9167	1.4149	1.4776
('Erlotinib 8439', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Erlotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.1623', 'replicate: 10')	156.25	67.0909	256.3333	209.9167	1.2311	1.2774
('Erlotinib 8440', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Erlotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'replicate: 10')	156.25	67.0909	220.0	209.9167	1.0437	1.0475
('Erlotinib 8441', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Erlotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 19.9526', 'replicate: 10')	156.25	67.0909	294.3333	209.9167	1.4153	1.4767
('Lapatinib 8442', 'smallmolecule_smSalt: 104', 'smallmolecule_smName: Lapatinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.0016596', 'replicate: 10')	156.25	67.0909	231.6667	209.9167	1.0967	1.1072
('Lapatinib 8443', 'smallmolecule_smSalt: 104', 'smallmolecule_smName: Lapatinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.0033113', 'replicate: 10')	156.25	67.0909	222.6667	209.9167	1.0621	1.0744
('Lapatinib 8444', 'smallmolecule_smSalt: 104', 'smallmolecule_smName: Lapatinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.01', 'replicate: 10')	156.25	67.0909	294.0	209.9167	1.3713	1.3704
('Lapatinib 8445', 'smallmolecule_smSalt: 104', 'smallmolecule_smName: Lapatinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.031623', 'replicate: 10')	156.25	67.0909	363.3333	209.9167	1.7068	1.7326
('Lapatinib 8446', 'smallmolecule_smSalt: 104', 'smallmolecule_smName: Lapatinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.1', 'replicate: 10')	156.25	67.0909	272.3333	209.9167	1.275	1.2802
('Lapatinib 8447', 'smallmolecule_smSalt: 104', 'smallmolecule_smName: Lapatinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.31623', 'replicate: 10')	156.25	67.0909	259.6667	209.9167	1.2413	1.2839
('Lapatinib 8448', 'smallmolecule_smSalt: 104', 'smallmolecule_smName: Lapatinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1', 'replicate: 10')	156.25	67.0909	250.6667	209.9167	1.1858	1.2034
('Lapatinib 8449', 'smallmolecule_smSalt: 104', 'smallmolecule_smName: Lapatinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.1623', 'replicate: 10')	156.25	67.0909	272.6667	209.9167	1.2798	1.282
('Lapatinib 8450', 'smallmolecule_smSalt: 104', 'smallmolecule_smName: Lapatinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'replicate: 10')	156.25	67.0909	133.0	209.9167	0.63516	0.51522
('GSK2126458 8451', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: GSK2126458', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.0016596', 'replicate: 10')	156.25	67.0909	270.0	263.25	1.0059	0.94701
('GSK2126458 8452', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: GSK2126458', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.0033113', 'replicate: 10')	156.25	67.0909	306.3333	263.25	1.0924	0.9866
('GSK2126458 8453', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: GSK2126458', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.01', 'replicate: 10')	156.25	67.0909	241.6667	263.25	0.93855	0.93623
('GSK2126458 8454', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: GSK2126458', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.031623', 'replicate: 10')	156.25	67.0909	165.3333	263.25	0.5958	0.39655
('GSK2126458 8455', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: GSK2126458', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.1', 'replicate: 10')	156.25	67.0909	131.6667	263.25	0.49164	0.25274
('GSK2126458 8456', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: GSK2126458', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.31623', 'replicate: 10')	156.25	67.0909	113.3333	263.25	0.44594	0.24418
('GSK2126458 8457', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: GSK2126458', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1', 'replicate: 10')	156.25	67.0909	81.0	263.25	0.34028	0.075089
('GSK2126458 8458', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: GSK2126458', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.1623', 'replicate: 10')	156.25	67.0909	65.6667	263.25	0.29098	-0.023231
('GSK2126458 8459', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: GSK2126458', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'replicate: 10')	156.25	67.0909	72.6667	263.25	0.33671	0.066541
('Nilotinib 8460', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.0033113', 'replicate: 10')	156.25	67.0909	263.0	263.25	0.91791	0.76092
('Nilotinib 8461', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.01', 'replicate: 10')	156.25	67.0909	241.3333	263.25	0.91974	0.86771
('Nilotinib 8462', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.031623', 'replicate: 10')	156.25	67.0909	278.3333	263.25	1.0205	0.94115
('Nilotinib 8463', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.1', 'replicate: 10')	156.25	67.0909	234.3333	263.25	0.8613	0.76765
('Nilotinib 8464', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.31623', 'replicate: 10')	156.25	67.0909	311.3333	263.25	1.1974	1.2845
('Nilotinib 8465', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1', 'replicate: 10')	156.25	67.0909	262.0	263.25	1.0377	1.0799
('Nilotinib 8466', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.1623', 'replicate: 10')	156.25	67.0909	256.6667	263.25	0.92974	0.84853
('Nilotinib 8467', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'replicate: 10')	156.25	67.0909	480.6667	263.25	1.882	2.1315
('Nilotinib 8468', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Nilotinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 19.9526', 'replicate: 10')	156.25	67.0909	725.6667	263.25	3.0845	3.5919
('Taxol 8469', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.00016596', 'replicate: 10')	156.25	67.0909	299.0	263.25	1.0934	1.0145
('Taxol 8470', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.00033113', 'replicate: 10')	156.25	67.0909	306.3333	263.25	1.268	1.4704
('Taxol 8471', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.001', 'replicate: 10')	156.25	67.0909	227.0	263.25	0.91817	0.94602
('Taxol 8472', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.0031623', 'replicate: 10')	156.25	67.0909	137.3333	263.25	0.58381	0.49113
('Taxol 8473', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.01', 'replicate: 10')	156.25	67.0909	110.0	263.25	0.50626	0.36717
('Taxol 8474', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.031623', 'replicate: 10')	156.25	67.0909	80.6667	263.25	0.34616	0.086687
('Taxol 8475', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.1', 'replicate: 10')	156.25	67.0909	78.6667	263.25	0.38108	0.14867
('Taxol 8476', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.31623', 'replicate: 10')	156.25	67.0909	86.6667	263.25	0.36	0.10784
('Taxol 8477', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: Taxol', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1', 'replicate: 10')	156.25	67.0909	76.0	263.25	0.33944	0.074973
('Linsitinib 8478', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Linsitinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.0033113', 'replicate: 10')	156.25	67.0909	304.6667	209.9167	1.4288	1.4461
('Linsitinib 8479', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Linsitinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.01', 'replicate: 10')	156.25	67.0909	206.0	209.9167	0.98133	0.97652
('Linsitinib 8480', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Linsitinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.031623', 'replicate: 10')	156.25	67.0909	201.3333	209.9167	0.95743	0.93558
('Linsitinib 8481', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Linsitinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.1', 'replicate: 10')	156.25	67.0909	280.6667	209.9167	1.3292	1.3596
('Linsitinib 8482', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Linsitinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.31623', 'replicate: 10')	156.25	67.0909	242.6667	209.9167	1.1406	1.139
('Linsitinib 8483', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Linsitinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1', 'replicate: 10')	156.25	67.0909	255.0	209.9167	1.1889	1.1718
('Linsitinib 8484', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Linsitinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.1623', 'replicate: 10')	156.25	67.0909	240.3333	209.9167	1.1333	1.1351
('Linsitinib 8485', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Linsitinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'replicate: 10')	156.25	67.0909	156.0	209.9167	0.73371	0.63988
('Linsitinib 8486', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Linsitinib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 19.9526', 'replicate: 10')	156.25	67.0909	105.6667	209.9167	0.49456	0.28231
('Palbociclib 8487', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.0033113', 'replicate: 10')	156.25	67.0909	275.6667	263.25	1.0634	1.0283
('Palbociclib 8488', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.01', 'replicate: 10')	156.25	67.0909	271.6667	263.25	1.0409	1.0249
('Palbociclib 8489', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.031623', 'replicate: 10')	156.25	67.0909	258.0	263.25	1.0728	1.2177
('Palbociclib 8490', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.1', 'replicate: 10')	156.25	67.0909	205.6667	263.25	0.80412	0.75102
('Palbociclib 8491', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.31623', 'replicate: 10')	156.25	67.0909	167.6667	263.25	0.64563	0.53401
('Palbociclib 8492', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1', 'replicate: 10')	156.25	67.0909	114.0	263.25	0.43652	0.21848
('Palbociclib 8493', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.1623', 'replicate: 10')	156.25	67.0909	93.3333	263.25	0.36896	0.11697
('Palbociclib 8494', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'replicate: 10')	156.25	67.0909	90.6667	263.25	0.35866	0.10238
('Palbociclib 8495', 'smallmolecule_smSalt: 101', 'smallmolecule_smName: Palbociclib', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 19.9526', 'replicate: 10')	156.25	67.0909	109.0	263.25	0.48729	0.35254
('17-AAG 8496', 'smallmolecule_smSalt: 999', 'smallmolecule_smName: 17-AAG', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.0016596', 'replicate: 10')	312.5	120.4545	568.6667	523.75	1.0922	1.0866
