	('cellCount 0',)	('percentApoptoticCells 1',)	('percentDeadCells 2',)
('6707 3268', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L17', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	228.0	4.530022	
('6708 3269', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L17', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	352.0	4.692683	
('6709 3270', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L18', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	112.0	21.053196	
('6710 3271', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L18', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	115.0	44.576462	
('6711 3272', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L19', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	259.0	3.291861	
('6712 3273', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L19', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	359.0	4.987551	
('6713 3274', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L20', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 1.0')	248.0	2.594016	
('6714 3275', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L20', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 2.0')	320.0	7.924267	
('6715 3276', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	232.0	3.873576	
('6716 3277', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	351.0	6.218876	
('6717 3278', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L22', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 1.0')	265.0	3.166756	
('6718 3279', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: L22', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 2.0')	338.0	6.93529	
('6719 3280', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M03', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	262.0	2.558095	
('6720 3281', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M03', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	299.0	5.62144	
('6721 3282', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	250.0	3.741148	
('6722 3283', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	293.0	5.684698	
('6723 3284', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M05', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	259.0	1.236668	
('6724 3285', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M05', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	249.0	8.798415	
('6725 3286', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M06', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	99.0	9.119339	
('6726 3287', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M06', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	101.0	48.386818	
('6727 3288', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M07', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	281.0	2.02948	
('6728 3289', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M07', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	249.0	8.534605	
('6729 3290', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M08', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	122.0	8.574256	
('6730 3291', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M08', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	106.0	45.579136	
('6731 3292', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M09', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	271.0	1.476755	
('6732 3293', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M09', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	301.0	6.107516	
('6733 3294', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M10', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	253.0	2.486691	
('6734 3295', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M10', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	250.0	6.988826	
('6735 3296', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	261.0	2.001333	
('6736 3297', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	305.0	5.808239	
('6737 3298', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M12', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	270.0	1.918019	
('6738 3299', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M12', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	314.0	7.432395	
('6739 3300', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M13', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	233.0	1.709635	
('6740 3301', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M13', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	317.0	9.300391	
('6741 3302', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	239.0	2.996181	
('6742 3303', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	338.0	4.444565	
('6743 3304', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M15', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	210.0	2.475294	
('6744 3305', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M15', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	332.0	8.405869	
('6745 3306', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M16', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	216.0	4.492189	
('6746 3307', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M16', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	308.0	5.882189	
('6747 3308', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M17', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 1.0')	264.0	2.659689	
('6748 3309', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M17', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 2.0')	338.0	6.505226	
('6749 3310', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M18', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	221.0	5.57436	
('6750 3311', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M18', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	298.0	9.364491	
('6751 3312', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M19', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 1.0')	269.0	1.916288	
('6752 3313', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M19', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 2.0')	351.0	5.271565	
('6753 3314', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M20', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	238.0	3.358415	
('6754 3315', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M20', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	395.0	4.361727	
('6755 3316', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	239.0	1.802754	
('6756 3317', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	400.0	4.932338	
('6757 3318', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M22', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	263.0	3.384133	
('6758 3319', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: M22', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	387.0	5.437309	
('6759 3320', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N03', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	249.0	2.163304	
('6760 3321', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N03', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	145.0	8.710502	
('6761 3322', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	231.0	2.911694	
('6762 3323', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	135.0	9.688425	
('6763 3324', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N05', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	222.0	2.533205	
('6764 3325', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N05', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	201.0	7.936058	
('6765 3326', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N06', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	239.0	2.703838	
('6766 3327', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N06', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	71.0	22.435343	
('6767 3328', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N07', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	233.0	3.071285	
('6768 3329', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N07', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	197.0	7.500184	
('6769 3330', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N08', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	248.0	1.829142	
('6770 3331', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N08', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	74.0	25.179182	
('6771 3332', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N09', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	214.0	4.043392	
('6772 3333', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N09', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	215.0	6.216858	
('6773 3334', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N10', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	226.0	3.042672	
('6774 3335', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N10', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	101.0	11.500805	
('6775 3336', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	213.0	3.461013	
('6776 3337', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	212.0	7.749193	
('6777 3338', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N12', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	232.0	2.447573	
('6778 3339', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N12', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	185.0	13.000287	
('6779 3340', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N13', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	229.0	2.600679	
('6780 3341', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N13', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	194.0	12.016852	
('6781 3342', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	247.0	2.129498	
('6782 3343', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	76.0	22.4617	
('6783 3344', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N15', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	228.0	2.430326	
('6784 3345', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N15', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	252.0	7.610698	
('6785 3346', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N16', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	105.0	18.96121	
('6786 3347', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N16', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	71.0	48.614338	
('6787 3348', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N17', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 1.0')	266.0	2.698957	
('6788 3349', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N17', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 2.0')	293.0	5.845713	
('6789 3350', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: SK-LMS-1', 'clCenterSpecificID: 50042', 'recordedWell: N18', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	131.0	18.695269	
