	('totalNumberofCells(Nuclei) 0',)	('numberofApoptoticCells 1',)	('relativeViability 2',)	('meanRelativeViability 3',)	('apoptosisFraction 4',)	('meanApoptosisFraction 5',)
('PLX-4720 4159', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 4')	1925.0	16.0	0.69668	0.84594	0.0083117	0.0052535
('PLX-4720 4160', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 1')						
('PLX-4720 4161', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 2')						
('PLX-4720 4162', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 3')						
('PLX-4720 4163', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 4')						
('PLX-4720 4164', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 1')	2657.0	8.0	1.5579	0.95482	0.0030109	0.0081722
('PLX-4720 4165', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 2')	1872.0	9.0	1.0957	0.95482	0.0048077	0.0081722
('PLX-4720 4166', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 3')	1345.0	11.0	0.78456	0.95482	0.0081784	0.0081722
('PLX-4720 4167', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 4')	659.0	11.0	0.38111	0.95482	0.016692	0.0081722
('PLX-4720 4168', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 48', 'replicate: 1')	2684.0	38.0	0.96564	0.62697	0.014158	0.016623
('PLX-4720 4169', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 48', 'replicate: 2')	1880.0	20.0	0.67879	0.62697	0.010638	0.016623
('PLX-4720 4170', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 48', 'replicate: 3')	1504.0	23.0	0.54048	0.62697	0.015293	0.016623
('PLX-4720 4171', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 48', 'replicate: 4')	909.0	24.0	0.32297	0.62697	0.026403	0.016623
('PLX-4720 4172', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 1')						
('PLX-4720 4173', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 2')						
('PLX-4720 4174', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 3')						
('PLX-4720 4175', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 4')						
('PLX-4720 4176', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 1')	1778.0	60.0	1.0104	0.62047	0.033746	0.050347
('PLX-4720 4177', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 2')	1374.0	60.0	0.7728	0.62047	0.043668	0.050347
('PLX-4720 4178', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 3')	696.0	51.0	0.37934	0.62047	0.073276	0.050347
('PLX-4720 4179', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 4')	572.0	29.0	0.31935	0.62047	0.050699	0.050347
('PLX-4720 4180', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 1')	1851.0	135.0	0.62624	0.42041	0.072934	0.08579
('PLX-4720 4181', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 2')	1663.0	122.0	0.56238	0.42041	0.073361	0.08579
('PLX-4720 4182', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 3')	776.0	83.0	0.2529	0.42041	0.10696	0.08579
('PLX-4720 4183', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 4')	723.0	65.0	0.24013	0.42041	0.089903	0.08579
('PLX-4720 4184', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 1')						
('PLX-4720 4185', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 2')						
('PLX-4720 4186', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 3')						
('PLX-4720 4187', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 4')						
('PLX-4720 4188', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 1')	1943.0	256.0	0.99216	0.59371	0.13176	0.15309
('PLX-4720 4189', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 2')	1556.0	269.0	0.75692	0.59371	0.17288	0.15309
('PLX-4720 4190', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 3')	667.0	92.0	0.33817	0.59371	0.13793	0.15309
('PLX-4720 4191', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 4')	589.0	100.0	0.28759	0.59371	0.16978	0.15309
('PLX-4720 4192', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 1')	2193.0	334.0	0.67843	0.43967	0.1523	0.17307
('PLX-4720 4193', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 2')	1945.0	314.0	0.59522	0.43967	0.16144	0.17307
('PLX-4720 4194', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 3')	784.0	142.0	0.23429	0.43967	0.18112	0.17307
('PLX-4720 4195', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 4')	856.0	169.0	0.25072	0.43967	0.19743	0.17307
('PLX-4720 4196', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 1')						
('PLX-4720 4197', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 2')						
('PLX-4720 4198', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 3')						
('PLX-4720 4199', 'smCenterCompoundID: 10049.0', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 4')						
('AZ-628 4200', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 24', 'replicate: 1')	2143.0	6.0	1.2568	1.2889	0.0027998	0.0039644
('AZ-628 4201', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 24', 'replicate: 2')	2315.0	11.0	1.355	1.2889	0.0047516	0.0039644
('AZ-628 4202', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 24', 'replicate: 3')	2206.0	8.0	1.2927	1.2889	0.0036265	0.0039644
('AZ-628 4203', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 24', 'replicate: 4')	2137.0	10.0	1.2509	1.2889	0.0046795	0.0039644
('AZ-628 4204', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 48', 'replicate: 1')	3287.0	6.0	1.1974	1.1976	0.0018254	0.0025813
('AZ-628 4205', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 48', 'replicate: 2')	3396.0	5.0	1.2375	1.1976	0.0014723	0.0025813
('AZ-628 4206', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 48', 'replicate: 3')	3006.0	9.0	1.0937	1.1976	0.002994	0.0025813
('AZ-628 4207', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 48', 'replicate: 4')	3471.0	14.0	1.2616	1.1976	0.0040334	0.0025813
('AZ-628 4208', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 72', 'replicate: 1')						
('AZ-628 4209', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 72', 'replicate: 2')						
('AZ-628 4210', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 72', 'replicate: 3')						
('AZ-628 4211', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.00316', 'timePoint: 72', 'replicate: 4')						
('AZ-628 4212', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 24', 'replicate: 1')	2893.0	9.0	1.6962	1.4274	0.003111	0.0030007
('AZ-628 4213', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 24', 'replicate: 2')	3030.0	8.0	1.7773	1.4274	0.0026403	0.0030007
('AZ-628 4214', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 24', 'replicate: 3')	1787.0	5.0	1.048	1.4274	0.002798	0.0030007
('AZ-628 4215', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 24', 'replicate: 4')	2027.0	7.0	1.188	1.4274	0.0034534	0.0030007
('AZ-628 4216', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 1')	2849.0	4.0	1.0383	1.0336	0.001404	0.0030061
('AZ-628 4217', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 2')	2784.0	13.0	1.0113	1.0336	0.0046695	0.0030061
('AZ-628 4218', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 3')	2821.0	10.0	1.0259	1.0336	0.0035448	0.0030061
('AZ-628 4219', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 4')	2909.0	7.0	1.0591	1.0336	0.0024063	0.0030061
('AZ-628 4220', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 1')						
('AZ-628 4221', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 2')						
('AZ-628 4222', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 3')						
('AZ-628 4223', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 4')						
('AZ-628 4224', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 1')	3254.0	3.0	1.912	1.5718	0.00092194	0.0027643
('AZ-628 4225', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 2')	3562.0	11.0	2.0884	1.5718	0.0030882	0.0027643
('AZ-628 4226', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 3')	1886.0	3.0	1.1074	1.5718	0.0015907	0.0027643
('AZ-628 4227', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 4')	2016.0	11.0	1.1792	1.5718	0.0054563	0.0027643
('AZ-628 4228', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 1')	2998.0	10.0	1.0904	1.1133	0.0033356	0.0047545
('AZ-628 4229', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 2')	3460.0	12.0	1.2583	1.1133	0.0034682	0.0047545
('AZ-628 4230', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 3')	2725.0	20.0	0.98717	1.1133	0.0073394	0.0047545
('AZ-628 4231', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 4')	3077.0	15.0	1.1175	1.1133	0.0048749	0.0047545
('AZ-628 4232', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 1')						
('AZ-628 4233', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 2')						
('AZ-628 4234', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 3')						
('AZ-628 4235', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 4')						
('AZ-628 4236', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 1')	2345.0	14.0	1.3709	1.3258	0.0059701	0.0059822
('AZ-628 4237', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 2')	3477.0	10.0	2.039	1.3258	0.002876	0.0059822
('AZ-628 4238', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 3')	1324.0	11.0	0.77221	1.3258	0.0083082	0.0059822
('AZ-628 4239', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 4')	1919.0	13.0	1.121	1.3258	0.0067744	0.0059822
('AZ-628 4240', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 1')	2585.0	60.0	0.92148	1.0124	0.023211	0.021878
('AZ-628 4241', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 2')	3563.0	56.0	1.2799	1.0124	0.015717	0.021878
('AZ-628 4242', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 3')	2157.0	55.0	0.76711	1.0124	0.025498	0.021878
('AZ-628 4243', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 4')	3032.0	70.0	1.081	1.0124	0.023087	0.021878
('AZ-628 4244', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 1')						
('AZ-628 4245', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 2')						
('AZ-628 4246', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 3')						
('AZ-628 4247', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 4')						
('AZ-628 4248', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 1')	1917.0	53.0	1.0963	0.9535	0.027647	0.028689
('AZ-628 4249', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 2')	2272.0	33.0	1.3168	0.9535	0.014525	0.028689
('AZ-628 4250', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 3')	916.0	44.0	0.51285	0.9535	0.048035	0.028689
('AZ-628 4251', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 4')	1548.0	38.0	0.88807	0.9535	0.024548	0.028689
('AZ-628 4252', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: K2', 'clCenterSpecificID: 51100', 'drugConcentration: 0.316', 'timePoint: 48', 'replicate: 1')	2926.0	160.0	1.0094	0.88718	0.054682	0.064926
