	('MeanIntensityDAPI 0',)	('ElongationFactor 1',)	('MeanIntensityAlexa488 2',)	('MeanIntensityAlexa555 3',)	('TotalIntensityAlexa555 4',)	('MeanIntensityAlexa647 5',)	('Area 6',)	('Z 7',)	('SpotCellCount 8',)	('TotalIntensityDAPI 9',)	('MeanIntensityDAPIMedNorm 10',)	('MeanIntensityAlexa488MedNorm 11',)	('MeanIntensityAlexa555MedNorm 12',)	('TotalIntensityAlexa555MedNorm 13',)	('MeanIntensityAlexa647MedNorm 14',)	('TotalIntensityDAPIMedNorm 15',)	('SpotCellCountMedNorm 16',)	('RadialPosition 17',)	('Density 18',)	('EdUPositiveProportion 19',)	('CVElongationFactor 20',)	('CVZ 21',)	('CVRadialPosition 22',)	('CVDensity 23',)	('CVEdUPositiveProportion 24',)	('LoessSCC 25',)
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2215', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: COL4A1_P02462', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  15', 'ECMp: COL4A1')	299.24	1.86	132.942	62.178	227630.0	4.446	3386.0	5739.0	16.0	960097.0	0.5528	1.3972	1.1894	0.93741	0.5912	0.40781	0.39024	110.362	0.99472	0.0	0.06399	0.0006606	0.175082	0.37954	2.2729	1.0782
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2216', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: COL5A1_P20908', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  13', 'ECMp: COL5A1')	339.09	1.814	145.546	68.704	220558.0	4.71	3359.0	5742.0	15.0	912972.0	0.6264	1.5297	1.3143	0.90829	0.6263	0.38779	0.36585	103.448	0.99472	0.032258	0.076929	0.0004075	0.129927	0.39082	1.2673	0.9567
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2217', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: DCN_P07585', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  11', 'ECMp: DCN')	330.64	1.77	142.29	66.528	241362.0	4.736	3892.0	5740.0	11.0	1079021.0	0.6108	1.4954	1.2727	0.99396	0.6297	0.45832	0.26829	105.736	0.74604	0.0	0.084349	0.0005901	0.114283	0.4328	1.4576	1.0076
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2218', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: DSG2_Q14126', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  16', 'ECMp: DSG2')	355.02	1.879	150.567	72.976	233798.0	4.97	3138.0	5741.0	13.5	944490.0	0.6559	1.5824	1.396	0.96281	0.6608	0.40118	0.32927	102.418	0.93255	0.022727	0.159129	0.0007071	0.179438	0.58137	1.4938	0.9359
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2219', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: ECM1_Q16610', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  15', 'ECMp: ECM1')	343.27	1.815	158.758	75.457	259644.0	5.082	3586.0	5741.0	15.0	1073635.0	0.6342	1.6685	1.4435	1.06925	0.6758	0.45604	0.36585	111.973	0.87038	0.066667	0.068344	0.0005502	0.163336	0.5452	0.964	1.2219
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2220', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: FN1_P02751', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  11', 'ECMp: FN1')	300.98	1.765	143.743	68.424	235769.0	4.46	3553.0	5742.0	11.0	1181214.0	0.556	1.5107	1.3089	0.97093	0.593	0.50173	0.26829	97.76	0.87038	0.0	0.084472	0.0004904	0.132438	0.48234	2.2694	0.9319
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2221', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: GAP43_P17677', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  18', 'ECMp: GAP43')	305.67	1.876	130.484	64.889	243741.0	4.524	3731.0	5740.0	10.5	986889.0	0.5647	1.3714	1.2413	1.00376	0.6016	0.41919	0.2561	106.266	0.6217	0.0	0.089985	0.0007531	0.177637	0.55071	1.8599	0.9151
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2222', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: HyA500K', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  15', 'ECMp: HyA500K')	329.31	1.832	150.859	66.01	230420.0	4.871	3469.0	5740.0	10.0	890747.0	0.6084	1.5855	1.2627	0.9489	0.6477	0.37835	0.2439	112.193	0.6217	0.0	0.078622	0.0006337	0.25069	0.60452	3.873	0.9128
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2223', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: HyA50K', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  15', 'ECMp: HyA50K')	303.95	1.922	132.376	69.347	264680.0	4.56	3709.0	5741.0	14.0	1001424.0	0.5615	1.3912	1.3266	1.08999	0.6063	0.42536	0.34146	107.041	0.87038	0.0	0.061931	0.0006455	0.204533	0.61872	1.6915	0.8877
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2224', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: ICAM1_P05362', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  15', 'ECMp: ICAM1')	323.56	1.856	136.27	64.786	221160.0	4.361	3456.0	5739.0	12.0	979819.0	0.5977	1.4322	1.2393	0.91077	0.5799	0.41619	0.29268	103.039	0.74604	0.0	0.050741	0.0005785	0.250749	0.61198	1.3796	1.1029
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2225', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: INGAVB2', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  14', 'ECMp: INGAVB2')	346.43	1.773	153.001	71.49	239384.0	4.57	3725.0	5740.0	14.5	1073246.0	0.64	1.608	1.3676	0.98582	0.6077	0.45587	0.35366	105.002	0.87038	0.0	0.093988	0.0005952	0.270053	0.77071	2.2691	0.9661
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2226', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: ITGA10B1', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  13', 'ECMp: ITGA10B1')	273.85	1.798	127.656	68.508	236722.0	4.483	3807.0	5740.0	12.0	914294.0	0.5059	1.3416	1.3105	0.97485	0.5961	0.38836	0.29268	104.344	0.74604	0.0	0.079314	0.0007884	0.173984	1.10974	1.2166	1.1609
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2227', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: ITGA2B1', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  16', 'ECMp: ITGA2B1')	305.02	1.764	146.681	67.276	235019.0	4.54	3366.0	5740.0	11.5	977169.0	0.5635	1.5416	1.287	0.96784	0.6037	0.41506	0.28049	96.511	0.68387	0.0	0.148015	0.0006884	0.233417	0.67412	1.4802	1.0028
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2228', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: ITGA3B1', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  15', 'ECMp: ITGA3B1')	294.37	1.898	147.438	62.291	225367.0	4.554	3419.0	5741.0	9.0	939825.0	0.5438	1.5495	1.1916	0.92809	0.6055	0.3992	0.21951	96.473	0.6217	0.0	0.10535	0.00114	0.294702	0.57952	2.6699	0.8086
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2229', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: ITGA4B1', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  11', 'ECMp: ITGA4B1')	315.08	1.793	139.503	66.904	268116.0	4.88	3843.0	5741.0	11.0	1237561.0	0.5821	1.4661	1.2798	1.10414	0.6489	0.52567	0.26829	100.136	0.87038	0.0	0.110327	0.000441	0.34366	0.533	2.2496	0.996
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2230', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: ITGA6B4', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  16', 'ECMp: ITGA6B4')	300.03	1.805	139.609	64.782	238079.0	4.423	4023.0	5742.0	13.0	989784.0	0.5543	1.4673	1.2392	0.98044	0.5881	0.42042	0.31707	97.069	0.90146	0.0	0.124918	0.0007072	0.302196	0.49777	2.3673	1.1506
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2231', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: ITGA9B1', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  14', 'ECMp: ITGA9B1')	310.36	1.828	132.455	67.043	270885.0	4.501	3438.0	5740.0	13.0	1106298.0	0.5734	1.3921	1.2825	1.11554	0.5985	0.46991	0.31707	113.002	0.65278	0.0	0.078354	0.0007782	0.085687	0.74626	2.0573	1.208
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2232', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: ITGAMB2', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  14', 'ECMp: ITGAMB2')	358.25	1.816	154.369	72.107	231302.0	5.008	3130.0	5742.0	16.0	922023.0	0.6618	1.6224	1.3794	0.95254	0.666	0.39164	0.39024	94.714	1.18123	0.0	0.06513	0.0005627	0.253588	0.89377	1.7381	1.2095
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2233', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: LAMA3_Q16787', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  14', 'ECMp: LAMA3')	298.16	1.799	150.005	64.725	231290.0	4.495	3473.0	5740.0	12.0	915935.0	0.5508	1.5765	1.2382	0.95248	0.5977	0.38905	0.29268	110.506	0.65278	0.0	0.065702	0.0005386	0.246448	0.54611	1.7681	1.1432
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2234', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: LAMB1_P07942', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  16', 'ECMp: LAMB1')	319.29	1.815	145.046	66.879	229044.0	4.836	3655.0	5740.0	13.0	961702.0	0.5899	1.5244	1.2794	0.94324	0.643	0.40849	0.31707	104.133	0.90146	0.022727	0.054519	0.0006898	0.176873	0.43954	1.36	1.0166
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2235', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: LUM_P51884', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  16', 'ECMp: LUM')	308.27	1.834	148.587	71.668	215714.0	4.851	3289.0	5739.0	14.5	922040.0	0.5695	1.5616	1.371	0.88834	0.6451	0.39165	0.35366	124.667	0.80821	0.030357	0.05759	0.0005523	0.203255	0.63844	1.4057	1.1801
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2236', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: NID1_P14543', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:   3', 'ECMp: NID1')	419.56	1.673	213.528	91.645	243248.0	6.305	2823.0	5745.0	8.0	943856.0	0.7751	2.2441	1.7531	1.00173	0.8384	0.40091	0.19512	67.883	0.87038	0.0	0.054904	0.0006511	0.483742	0.8767	1.7321	1.805
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2237', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: OMD_Q99983', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  13', 'ECMp: OMD')	297.84	1.811	151.044	67.5	223740.0	4.833	3429.0	5740.0	11.0	895149.0	0.5502	1.5874	1.2912	0.92139	0.6427	0.38022	0.26829	93.025	0.74604	0.0	0.099448	0.0005711	0.187106	0.66975	2.1101	1.1727
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2238', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: PECAM1_P16284', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  10', 'ECMp: PECAM1')	317.52	1.783	139.795	62.464	219250.0	4.617	3932.0	5741.0	14.0	1017836.0	0.5866	1.4692	1.1949	0.9029	0.6139	0.43234	0.34146	112.057	0.80821	0.0	0.080659	0.0004599	0.19244	0.50761	1.5007	0.8507
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2239', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: POSTN_ Q15063', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  14', 'ECMp: POSTN')	314.61	1.969	140.388	66.446	246914.0	4.301	4152.0	5739.0	12.5	1066643.0	0.5812	1.4754	1.2711	1.01683	0.572	0.45307	0.30488	103.42	0.80821	0.063462	0.073512	0.0004658	0.119572	0.55894	0.9988	0.9038
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2240', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: SPARC_ P09486', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  12', 'ECMp: SPARC')	365.74	1.833	167.029	69.499	233000.0	5.084	3416.0	5741.0	11.0	996205.0	0.6757	1.7554	1.3295	0.95953	0.6761	0.42315	0.26829	116.296	0.65278	0.048643	0.072451	0.000604	0.244775	0.55969	1.0639	1.1453
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2241', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: SPP1_P10451', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  13', 'ECMp: SPP1')	312.95	1.887	138.225	63.412	246714.0	4.405	4212.0	5741.0	12.0	1033935.0	0.5781	1.4527	1.213	1.016	0.5857	0.43917	0.29268	110.28	0.74604	0.0	0.056989	0.000415	0.237563	0.48618	2.2842	0.973
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2242', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: THBS1_P07996', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  12', 'ECMp: THBS1')	338.65	1.822	135.047	70.441	241417.0	4.545	3518.0	5740.0	11.5	1030458.0	0.6256	1.4193	1.3475	0.99419	0.6044	0.4377	0.28049	108.256	0.74604	0.029412	0.045448	0.0007156	0.145854	0.534	1.1887	1.1506
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2243', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: TNC_P24821', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  14', 'ECMp: TNC')	290.57	1.872	128.712	66.972	230434.0	4.314	4054.0	5736.0	13.5	943094.0	0.5368	1.3527	1.2811	0.94896	0.5736	0.40059	0.32927	108.3	0.87038	0.0	0.067582	0.0006759	0.222058	0.46588	2.0771	1.0105
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2244', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: VCAM1_P19320', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  10', 'ECMp: VCAM1')	307.62	1.776	159.114	68.3	219512.0	4.924	3467.0	5741.0	12.0	912696.0	0.5683	1.6722	1.3065	0.90398	0.6547	0.38768	0.29268	100.302	0.87038	0.0	0.058859	0.0005011	0.182745	0.78309	1.5027	0.8776
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2245', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: VTN_P04004', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:  13', 'ECMp: VTN')	292.25	1.798	141.711	65.171	271848.0	4.566	4399.0	5741.0	12.0	1156531.0	0.5399	1.4893	1.2467	1.11951	0.6072	0.49125	0.29268	106.195	0.74604	0.043478	0.065517	0.0005039	0.152187	0.4776	1.6551	0.9014
('TNF_P01375-RnDSystems_210TA020CF_DDHB0113061 2246', 'id: TNF_P01375-RnDSystems_210TA020CF_DDHB0113061', 'ECMpAnnotID: fiducial', 'Well: B04', 'Ligand: TNF', 'ReplicateCount:   1', 'ECMp: fiducial')	415.9	1.741	287.273	85.605	171298.0	5.675	2001.0	5732.0	2.0	832235.0	0.7683	3.0192	1.6376	0.70543	0.7546	0.3535	0.04878	45.617	0.12434	0.0						0.282
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2247', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: ALCAM_Q13740', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:  14', 'ECMp: ALCAM')	201.98	1.801	108.999	47.169	162222.0	4.056	3502.0	5729.0	20.0	596688.0	0.4744	1.0352	0.8035	0.67572	0.4346	0.37049	0.5	107.751	1.11906	0.022727	0.051127	0.001265	0.143093	0.4057	1.3537	1.0923
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2248', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: BCAN_ Q96GW7', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:   8', 'ECMp: BCAN')	194.29	1.773	114.892	51.655	174798.0	4.149	3236.0	5736.0	20.5	624958.0	0.4563	1.0912	0.88	0.7281	0.4446	0.38804	0.5125	105.633	1.52316	0.0	0.047292	0.001024	0.148001	0.65851	1.6709	1.0667
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2249', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: BGN_ P21810', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:  11', 'ECMp: BGN')	219.7	1.792	117.729	54.406	187696.0	4.377	4008.0	5726.0	12.0	757783.0	0.516	1.1181	0.9268	0.78182	0.469	0.47051	0.3	97.892	0.80821	0.0	0.061099	0.001966	0.222163	0.42498	1.4123	1.0223
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2250', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: CADH15_P55291', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:   7', 'ECMp: CADH15')	182.44	1.94	121.976	50.811	178712.0	4.731	3614.0	5735.0	11.0	802392.0	0.4285	1.1585	0.8656	0.7444	0.507	0.49821	0.275	91.134	0.74604	0.115385	0.091511	0.001503	0.245689	0.66242	0.6666	0.9528
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2251', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: CD44_P16070', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:   8', 'ECMp: CD44')	206.65	1.851	124.474	50.226	159349.0	4.546	3748.0	5735.0	14.0	641483.0	0.4854	1.1822	0.8556	0.66375	0.4871	0.3983	0.35	118.05	0.6217	0.0	0.128714	0.001253	0.10873	0.31327	1.7174	0.97
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2252', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: CDH1_P12830', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:  13', 'ECMp: CDH1')	221.06	1.871	119.213	51.226	154591.0	4.57	3462.0	5732.0	15.0	613111.0	0.5192	1.1322	0.8727	0.64393	0.4896	0.38068	0.375	118.819	0.74604	0.052632	0.093782	0.0009095	0.121611	0.53986	1.0708	0.9711
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2253', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: CDH20_Q9HBT6', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:   9', 'ECMp: CDH20')	198.14	1.804	118.982	55.02	176548.0	4.409	3335.0	5736.0	14.0	651454.0	0.4654	1.13	0.9373	0.73539	0.4724	0.40449	0.35	112.302	0.87038	0.076923	0.057136	0.001446	0.175733	0.50848	0.6831	1.0203
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2254', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: CDH3_P22223', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:   7', 'ECMp: CDH3')	208.13	1.869	140.499	49.666	152175.0	4.565	3213.0	5736.0	12.0	603353.0	0.4888	1.3344	0.8461	0.63387	0.4891	0.37462	0.3	107.549	0.74604	0.0	0.035401	0.0009929	0.204576	0.48354	1.301	1.0021
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2255', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: CDH6_P55285', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:  12', 'ECMp: CDH6')	210.81	1.815	110.048	47.855	175919.0	4.311	3810.0	5733.0	14.0	727661.0	0.4951	1.0452	0.8152	0.73277	0.4619	0.45181	0.35	119.729	0.87038	0.0	0.055964	0.0007857	0.125533	0.37561	1.5562	0.9911
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2256', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: CDH8_P55286', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:  10', 'ECMp: CDH8')	200.42	1.807	112.611	48.131	165632.0	4.604	3396.0	5732.0	16.5	594295.0	0.4707	1.0695	0.8199	0.68992	0.4933	0.369	0.4125	117.118	0.99472	0.042328	0.091787	0.001379	0.165045	0.49556	1.0114	0.9384
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2257', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: CEACAM6_P40199', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:  11', 'ECMp: CEACAM6')	198.69	1.812	117.29	47.395	167529.0	4.553	3604.0	5737.0	14.0	628846.0	0.4667	1.1139	0.8074	0.69782	0.4879	0.39045	0.35	115.202	0.80821	0.047619	0.058279	0.001421	0.149287	0.41931	1.1962	0.9935
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2258', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: COL1', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:  12', 'ECMp: COL1')	196.86	1.785	122.405	47.972	170874.0	4.203	3800.0	5733.0	14.0	629161.0	0.4624	1.1625	0.8172	0.71175	0.4503	0.39065	0.35	119.236	0.68387	0.0	0.042748	0.001388	0.111579	1.32925	1.6449	0.9954
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2259', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: COL23A1_Q86Y22', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:  11', 'ECMp: COL23A1')	199.79	1.756	125.427	51.198	168842.0	4.455	3454.0	5735.0	15.0	645229.0	0.4693	1.1912	0.8722	0.70329	0.4773	0.40062	0.375	106.105	0.99472	0.037037	0.062785	0.001464	0.186008	0.35301	1.1905	0.9285
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2260', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: COL2A1_P02458', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:  10', 'ECMp: COL2A1')	198.49	1.815	118.183	47.497	179540.0	4.101	3691.0	5736.0	15.0	606443.0	0.4662	1.1224	0.8091	0.74785	0.4394	0.37654	0.375	115.094	0.93255	0.0	0.051131	0.0006379	0.13586	0.45678	1.6632	1.0266
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2261', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: COL3A1_P02461', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:  15', 'ECMp: COL3A1')	188.78	1.777	123.029	50.935	170910.0	4.192	3791.0	5732.0	16.0	675208.0	0.4434	1.1684	0.8677	0.7119	0.4491	0.41924	0.4	118.269	0.87038	0.05	0.032762	0.001234	0.221513	0.30782	1.0046	0.9364
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2262', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: COL4A1_P02462', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:  13', 'ECMp: COL4A1')	188.16	1.806	113.589	48.121	184181.0	4.383	3864.0	5737.0	13.0	653503.0	0.442	1.0788	0.8198	0.76718	0.4696	0.40576	0.325	112.75	0.74604	0.0	0.060876	0.000953	0.142138	0.40917	1.1759	0.919
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2263', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: COL5A1_P20908', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:  10', 'ECMp: COL5A1')	200.73	1.808	132.612	50.596	177749.0	4.698	3528.0	5732.0	12.5	680604.0	0.4715	1.2595	0.8619	0.74039	0.5033	0.42259	0.3125	116.505	0.74604	0.015152	0.086748	0.001107	0.210621	0.44888	1.3776	0.8961
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2264', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: DCN_P07585', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:   6', 'ECMp: DCN')	216.11	1.763	137.241	52.487	172316.0	5.171	3405.0	5732.0	13.5	694471.0	0.5076	1.3034	0.8942	0.71776	0.554	0.4312	0.3375	110.13	0.83929	0.0	0.057101	0.001337	0.099772	0.59029	1.8991	1.2861
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2265', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: DSG2_Q14126', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:  10', 'ECMp: DSG2')	203.06	1.765	114.755	51.983	196691.0	4.448	3612.0	5733.0	14.0	623336.0	0.4769	1.0899	0.8856	0.81929	0.4765	0.38703	0.35	118.834	0.87038	0.090909	0.052233	0.001001	0.171819	0.40065	0.5846	0.9945
('VEGFA_P15692-RnDSystems_293VE010CF_II3412021 2266', 'id: VEGFA_P15692-RnDSystems_293VE010CF_II3412021', 'ECMpAnnotID: ECM1_Q16610', 'Well: A01', 'Ligand: VEGFA', 'ReplicateCount:  12', 'ECMp: ECM1')	211.12	1.759	125.995	49.636	158871.0	4.523	3376.0	5736.0	15.0	614547.0	0.4959	1.1966	0.8456	0.66176	0.4846	0.38157	0.375	113.295	0.74604	0.054167	0.066724	0.00112	0.172354	0.34221	1.1754	0.9335
