	('cellCount 0',)	('eduPositive 1',)	('mpm2Positive 2',)	('eduPositiveNonMitotic 3',)	('eduPositiveMitotic 4',)
('39701 10198', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: D22', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	527.0	3.6053	0.56926	3.626	0.0
('39702 10199', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: D22', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	434.0	7.1429	0.23041	6.9284	100.0
('39703 10200', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: E03', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	479.0	49.269	0.0	49.269	0.0
('39704 10201', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: E03', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	427.0	17.33	0.0	17.33	0.0
('39705 10202', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: E03', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	442.0	27.149	0.0	27.149	0.0
('39706 10203', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: E04', 'timepoint: 1', 'assayCompoundConcentration: ')	832.0	81.49	0.48077	81.401	100.0
('39707 10204', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: E04', 'timepoint: 2', 'assayCompoundConcentration: ')	1105.0	74.208	0.0	74.208	0.0
('39708 10205', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: E04', 'timepoint: 3', 'assayCompoundConcentration: ')	2093.0	38.987	0.095557	39.024	0.0
('39709 10206', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: E05', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	486.0	51.029	0.0	51.029	0.0
('39710 10207', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: E05', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	489.0	12.883	0.0	12.883	0.0
('39711 10208', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: E05', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	478.0	25.523	0.0	25.523	0.0
('39712 10209', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: E06', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	484.0	35.124	0.20661	35.197	0.0
('39713 10210', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: E06', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	421.0	0.23753	0.0	0.23753	0.0
('39714 10211', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: E06', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	391.0	6.1381	0.0	6.1381	0.0
('39715 10212', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: E07', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	941.0	81.934	0.53135	81.838	100.0
('39716 10213', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: E07', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	1128.0	75.089	0.88652	74.955	90.0
('39717 10214', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: E07', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	2307.0	29.215	0.0	29.215	0.0
('39718 10215', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: E08', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	505.0	31.683	0.0	31.683	0.0
('39719 10216', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: E08', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	342.0	0.0	0.0	0.0	0.0
('39720 10217', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: E08', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	459.0	5.8824	0.0	5.8824	0.0
('39721 10218', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: E09', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	844.0	77.962	0.82938	77.778	100.0
('39722 10219', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: E09', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	1358.0	64.801	0.14728	64.823	50.0
('39723 10220', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: E09', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	2562.0	37.041	0.0	37.041	0.0
('39724 10221', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: E10', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	665.0	73.835	1.8045	73.66	83.333
('39725 10222', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: E10', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	877.0	66.705	0.79818	66.437	100.0
('39726 10223', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: E10', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	1334.0	44.978	0.22489	44.853	100.0
('39727 10224', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: E11', 'timepoint: 1', 'assayCompoundConcentration: ')	808.0	74.876	0.37129	74.783	100.0
('39728 10225', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: E11', 'timepoint: 2', 'assayCompoundConcentration: ')	1564.0	52.43	0.0	52.43	0.0
('39729 10226', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: E11', 'timepoint: 3', 'assayCompoundConcentration: ')	2130.0	27.84	0.0	27.84	0.0
('39730 10227', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: E12', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	716.0	73.324	1.1173	73.023	100.0
('39731 10228', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: E12', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	966.0	18.737	1.6563	17.789	75.0
('39732 10229', 'smName: BI-2536', 'clName: SK-LMS-1', 'recordedWell: E12', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	1507.0	26.211	0.33179	26.099	60.0
('39733 10230', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: E13', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	408.0	42.157	1.9608	42.5	25.0
('39734 10231', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: E13', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	387.0	14.729	1.8088	14.737	14.286
('39735 10232', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: E13', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	314.0	15.287	0.95541	15.434	0.0
('39736 10233', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: E14', 'timepoint: 1', 'assayCompoundConcentration: ')	868.0	78.341	0.80645	78.165	100.0
('39737 10234', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: E14', 'timepoint: 2', 'assayCompoundConcentration: ')	1616.0	56.188	0.24752	56.079	100.0
('39738 10235', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: E14', 'timepoint: 3', 'assayCompoundConcentration: ')	2211.0	37.178	0.0	37.178	0.0
('39739 10236', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: E15', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	476.0	51.261	3.1513	50.325	80.0
('39740 10237', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: E15', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	411.0	6.8127	2.6764	7.0	0.0
('39741 10238', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: E15', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	340.0	16.471	0.0	16.471	0.0
('39742 10239', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: E16', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	549.0	52.095	2.1858	51.397	83.333
('39743 10240', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: E16', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	520.0	43.654	0.57692	43.327	100.0
('39744 10241', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: E16', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	478.0	29.079	0.0	29.079	0.0
('39745 10242', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: E17', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	802.0	76.309	0.24938	76.25	100.0
('39746 10243', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: E17', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	1450.0	54.276	0.2069	54.181	100.0
('39747 10244', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: E17', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	2156.0	33.302	0.0	33.302	0.0
('39748 10245', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: E18', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	608.0	50.164	2.6316	48.818	100.0
('39749 10246', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: E18', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	564.0	39.716	0.1773	39.609	100.0
('39750 10247', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: E18', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	536.0	31.343	0.0	31.343	0.0
('39751 10248', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: E19', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	800.0	74.75	0.5	74.623	100.0
('39752 10249', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: E19', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	1539.0	47.693	0.0	47.693	0.0
('39753 10250', 'smName: MPS-1-IN-1', 'clName: SK-LMS-1', 'recordedWell: E19', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	1984.0	37.601	0.0	37.601	0.0
('39754 10251', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: E20', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	834.0	81.055	1.0791	80.848	100.0
('39755 10252', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: E20', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	1488.0	59.207	0.20161	59.125	100.0
('39756 10253', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: E20', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	2025.0	50.469	0.049383	50.445	100.0
('39757 10254', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: E21', 'timepoint: 1', 'assayCompoundConcentration: ')	912.0	79.825	0.10965	79.802	100.0
('39758 10255', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: E21', 'timepoint: 2', 'assayCompoundConcentration: ')	1502.0	55.26	0.26631	55.14	100.0
('39759 10256', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: E21', 'timepoint: 3', 'assayCompoundConcentration: ')	2091.0	51.65	0.0	51.65	0.0
('39760 10257', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: E22', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	758.0	81.135	1.9789	80.754	100.0
('39761 10258', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: E22', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	1442.0	55.548	0.41609	55.362	100.0
('39762 10259', 'smName: Staurosporine', 'clName: SK-LMS-1', 'recordedWell: E22', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	2156.0	44.666	0.0	44.666	0.0
('39763 10260', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: F03', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	791.0	75.98	0.25284	75.919	100.0
('39764 10261', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: F03', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	1307.0	63.81	0.076511	63.783	100.0
('39765 10262', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: F03', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	1562.0	51.729	0.3201	51.574	100.0
('39766 10263', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: F04', 'timepoint: 1', 'assayCompoundConcentration: ')	731.0	83.858	0.82079	83.724	100.0
('39767 10264', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: F04', 'timepoint: 2', 'assayCompoundConcentration: ')	1519.0	58.262	0.395	58.096	100.0
('39768 10265', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: F04', 'timepoint: 3', 'assayCompoundConcentration: ')	1944.0	56.43	0.05144	56.408	100.0
('39769 10266', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: F05', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	796.0	78.015	0.25126	77.96	100.0
('39770 10267', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: F05', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	1459.0	64.428	0.13708	64.379	100.0
('39771 10268', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: F05', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	1840.0	43.641	0.16304	43.549	100.0
('39772 10269', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: F06', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	354.0	38.136	0.0	38.136	0.0
('39773 10270', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: F06', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	689.0	59.216	0.58055	58.978	100.0
('39774 10271', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: F06', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	942.0	57.643	0.84926	57.281	100.0
('39775 10272', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: F07', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	834.0	83.933	0.59952	83.957	80.0
('39776 10273', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: F07', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	1353.0	71.027	0.7391	70.886	90.0
('39777 10274', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: F07', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	2142.0	56.629	0.28011	56.554	83.333
('39778 10275', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: F08', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	339.0	37.758	0.0	37.758	0.0
('39779 10276', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: F08', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	382.0	59.424	0.26178	59.318	100.0
('39780 10277', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: F08', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	699.0	66.524	0.28612	66.428	100.0
('39781 10278', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: F09', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	861.0	80.023	0.58072	79.907	100.0
('39782 10279', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: F09', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	1450.0	65.862	0.48276	65.696	100.0
('39783 10280', 'smName: GW843682', 'clName: SK-LMS-1', 'recordedWell: F09', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	2169.0	57.676	0.046104	57.657	100.0
('39784 10281', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: F10', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	873.0	84.422	0.45819	84.35	100.0
('39785 10282', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: F10', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	1699.0	58.211	0.29429	58.146	80.0
('39786 10283', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: F10', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	2436.0	53.284	0.0	53.284	0.0
('39787 10284', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: F11', 'timepoint: 1', 'assayCompoundConcentration: ')	791.0	81.416	0.0	81.416	0.0
('39788 10285', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: F11', 'timepoint: 2', 'assayCompoundConcentration: ')	1364.0	70.968	0.21994	70.904	100.0
('39789 10286', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: F11', 'timepoint: 3', 'assayCompoundConcentration: ')	2294.0	56.277	0.0	56.277	0.0
('39790 10287', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: F12', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	848.0	69.458	0.35377	69.349	100.0
('39791 10288', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: F12', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	1642.0	41.717	0.0	41.717	0.0
('39792 10289', 'smName: Tozasertib', 'clName: SK-LMS-1', 'recordedWell: F12', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	2254.0	16.815	0.0	16.815	0.0
('39793 10290', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: F13', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	512.0	48.047	1.7578	47.515	77.778
('39794 10291', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: F13', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	477.0	28.092	0.0	28.092	0.0
('39795 10292', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: F13', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	456.0	21.272	0.4386	21.145	50.0
('39796 10293', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: F14', 'timepoint: 1', 'assayCompoundConcentration: ')	821.0	80.39	0.36541	80.318	100.0
('39797 10294', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: F14', 'timepoint: 2', 'assayCompoundConcentration: ')	1630.0	67.178	0.18405	67.117	100.0
('39798 10295', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: F14', 'timepoint: 3', 'assayCompoundConcentration: ')	2192.0	47.582	0.091241	47.534	100.0
('39799 10296', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: F15', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	515.0	47.184	0.38835	46.979	100.0
('39800 10297', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: F15', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	456.0	29.167	0.0	29.167	0.0
('39801 10298', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: F15', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	434.0	19.585	0.0	19.585	0.0
('39802 10299', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: F16', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	194.0	46.392	18.557	38.608	80.556
('39803 10300', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: F16', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	401.0	6.2344	0.49875	5.7644	100.0
('39804 10301', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: F16', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	257.0	6.6148	0.38911	6.25	100.0
('39805 10302', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: F17', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	754.0	81.034	0.66313	80.908	100.0
('39806 10303', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: F17', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	1281.0	55.66	0.23419	55.556	100.0
('39807 10304', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: F17', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	2151.0	34.914	0.0	34.914	0.0
('39808 10305', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: F18', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	230.0	57.391	14.783	52.041	88.235
('39809 10306', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: F18', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	295.0	9.1525	1.0169	8.9041	33.333
('39810 10307', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: F18', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	304.0	4.9342	1.3158	3.6667	100.0
('39811 10308', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: F19', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	822.0	63.747	0.85158	63.436	100.0
('39812 10309', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: F19', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	1291.0	34.392	0.077459	34.341	100.0
('39813 10310', 'smName: XMD-12', 'clName: SK-LMS-1', 'recordedWell: F19', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	1924.0	16.268	0.051975	16.277	0.0
('39814 10311', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: F20', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	670.0	44.776	2.8358	43.318	94.737
('39815 10312', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: F20', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	757.0	12.946	0.5284	12.483	100.0
('39816 10313', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: F20', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	560.0	9.8214	1.0714	9.2058	66.667
('39817 10314', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: F21', 'timepoint: 1', 'assayCompoundConcentration: ')	799.0	82.603	0.37547	82.538	100.0
('39818 10315', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: F21', 'timepoint: 2', 'assayCompoundConcentration: ')	1489.0	61.048	0.067159	61.022	100.0
('39819 10316', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: F21', 'timepoint: 3', 'assayCompoundConcentration: ')	2009.0	52.563	0.0	52.563	0.0
('39820 10317', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: F22', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	569.0	35.677	3.6907	33.759	85.714
('39821 10318', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: F22', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	714.0	6.8627	0.84034	6.2147	83.333
('39822 10319', 'smName: Taxol', 'clName: SK-LMS-1', 'recordedWell: F22', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	456.0	5.4825	0.65789	5.0773	66.667
('39823 10320', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: G03', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	796.0	61.055	0.25126	60.957	100.0
('39824 10321', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: G03', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	685.0	48.467	0.43796	48.24	100.0
('39825 10322', 'smName: RO-3306', 'clName: SK-LMS-1', 'recordedWell: G03', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	866.0	27.021	0.34642	26.767	100.0
('39826 10323', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: G04', 'timepoint: 1', 'assayCompoundConcentration: ')	797.0	77.415	1.0038	77.186	100.0
('39827 10324', 'smName: ', 'clName: SK-LMS-1', 'recordedWell: G04', 'timepoint: 2', 'assayCompoundConcentration: ')	1312.0	73.78	0.22866	73.72	100.0
