	('pAkt10min 0',)	('pAkt30min 1',)	('pAkt90min 2',)	('pErk10min 3',)	('pErk30min 4',)	('pErk90min 5',)	('ligrespelisapaktAU 6',)	('ligrespelisaperkAU 7',)
('115531 1066', 'protein_ppName: SCF', 'cell_clName: MDA-MB-453', 'ligandConcentration: 1.0')	4690.354207	6597.160435	5462.020045	1204.508108	1805.69594	1718.95288		
('115532 1067', 'protein_ppName: SCF', 'cell_clName: MDA-MB-453', 'ligandConcentration: 100.0')	4764.57996	5643.203397	6518.40258	1341.628661	1479.086875	2819.78505		
('115533 1068', 'protein_ppName: SCF', 'cell_clName: MDA-MB-468', 'ligandConcentration: 1.0')	18925.87763	17996.87638	18893.90299	4508.424357	3953.536272	4005.821221		
('115534 1069', 'protein_ppName: SCF', 'cell_clName: MDA-MB-468', 'ligandConcentration: 100.0')	17535.33826	18878.17105	25447.58082	4446.451634	4118.700109	4188.655267		
('115535 1070', 'protein_ppName: SCF', 'cell_clName: T47D', 'ligandConcentration: 1.0')	5232.766208	5752.222392	5431.816056	1157.270353	1351.704776	974.3735297		
('115536 1071', 'protein_ppName: SCF', 'cell_clName: T47D', 'ligandConcentration: 100.0')	4891.653647	5169.027044	6602.52805	1088.744929	748.5584004	1861.398769		
('115537 1072', 'protein_ppName: SCF', 'cell_clName: UACC-812', 'ligandConcentration: 1.0')	3093.446951	4153.469126	4377.453432	24800.77438	25384.80223	27252.85099		
('115538 1073', 'protein_ppName: SCF', 'cell_clName: UACC-812', 'ligandConcentration: 100.0')	3066.148557	4487.334378	4759.63095	24573.47523	28057.21579	30076.99155		
('115539 1074', 'protein_ppName: SCF', 'cell_clName: UACC-893', 'ligandConcentration: 1.0')	23176.99931	26471.75079	23885.71358	2073.098393	2073.098393	2073.098393		
('115540 1075', 'protein_ppName: SCF', 'cell_clName: UACC-893', 'ligandConcentration: 100.0')	22790.45705	24137.84819	27876.5619	2073.098393	2073.098393	2073.098393		
('115541 1076', 'protein_ppName: SCF', 'cell_clName: ZR-75-1', 'ligandConcentration: 1.0')	3970.200482	2446.309939	3599.059868	66.03853145	297.0376108	97.47517854		
('115542 1077', 'protein_ppName: SCF', 'cell_clName: ZR-75-1', 'ligandConcentration: 100.0')	2754.671273	2620.955778	3373.287516	304.2594658	40.03814833	40.03814833		
('115543 1078', 'protein_ppName: SCF', 'cell_clName: ZR-75-30', 'ligandConcentration: 1.0')	7628.019478	5932.186696	7701.401546	17605.38931	14864.54318	19091.62909		
('115544 1079', 'protein_ppName: SCF', 'cell_clName: ZR-75-30', 'ligandConcentration: 100.0')	8242.746672	6409.535832	7766.616507	19753.98795	15456.96407	17970.94528		
('115545 1080', 'protein_ppName: SCF', 'cell_clName: 184B5', 'ligandConcentration: 1.0')	3577.679799	4466.471719	4434.621085	10383.113	8411.718234	8658.093558		
('115546 1081', 'protein_ppName: SCF', 'cell_clName: 184B5', 'ligandConcentration: 100.0')	5542.306481	3176.83958	6432.2928	11193.43351	8537.847196	7942.256644		
('115547 1082', 'protein_ppName: SCF', 'cell_clName: HCC1187', 'ligandConcentration: 1.0')	16186.89526	17623.01079	20100.4228	248.3144238	248.3144238	248.3144238		
('115548 1083', 'protein_ppName: SCF', 'cell_clName: HCC1187', 'ligandConcentration: 100.0')	44476.48304	28812.93216	22907.69612	14558.17996	248.3144238	248.3144238		
('115549 1084', 'protein_ppName: SCF', 'cell_clName: HCC1500', 'ligandConcentration: 1.0')	1244.241173	1922.356883	1244.241173	3077.164256	3077.164256	3077.164256		
('115550 1085', 'protein_ppName: SCF', 'cell_clName: HCC1500', 'ligandConcentration: 100.0')	1244.241173	1244.241173	3126.330445	3077.164256	3077.164256	3077.164256		
('115551 1086', 'protein_ppName: SCF', 'cell_clName: MCF 10A', 'ligandConcentration: 1.0')	4065.696407	1687.644293	10883.37727	2970.54132	1201.932726	12923.39686		
('115552 1087', 'protein_ppName: SCF', 'cell_clName: MCF 10A', 'ligandConcentration: 100.0')	2700.793196	2097.729545	3012.079416	2941.791956	665.7570896	3159.546608		
('115553 1088', 'protein_ppName: SCF', 'cell_clName: MCF 10F', 'ligandConcentration: 1.0')	1541.529113	1984.028594	1939.065437	407.4253875	407.4253875	407.4253875		
('115554 1089', 'protein_ppName: SCF', 'cell_clName: MCF 10F', 'ligandConcentration: 100.0')	2219.387463	599.6978333	1600.549716	407.4253875	407.4253875	407.4253875		
('115555 1090', 'protein_ppName: SCF', 'cell_clName: MCF12A', 'ligandConcentration: 1.0')	1035.661132	687.1464152	687.1464152	6596.383923	6733.61994	7031.43691		
('115556 1091', 'protein_ppName: SCF', 'cell_clName: MCF12A', 'ligandConcentration: 100.0')	687.1464152	1726.165597	1207.588367	7369.761366	7118.634267	8059.129244		
('115557 1092', 'protein_ppName: VEGF165', 'cell_clName: MCF7', 'ligandConcentration: 1.0')	889.1092723	2380.02374	2461.964092	777.3456618	2457.745329	248.7780028		
('115558 1093', 'protein_ppName: VEGF165', 'cell_clName: MCF7', 'ligandConcentration: 100.0')	889.1092723	1506.882245	2574.855025	3666.097187	1058.367293	1733.65603		
('115559 1094', 'protein_ppName: VEGF165', 'cell_clName: SK-BR-3', 'ligandConcentration: 1.0')	7565.889069	9998.515198	8587.137981	3930.346526	2173.008132	2173.008132		
('115560 1095', 'protein_ppName: VEGF165', 'cell_clName: SK-BR-3', 'ligandConcentration: 100.0')	8014.210426	8998.403673	9224.130084	2173.008132	2173.008132	2173.008132		
('115561 1096', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-231', 'ligandConcentration: 1.0')	547.0725358	5400.044667	2952.275641	604.0292243	1619.683879	31.58511031		
('115562 1097', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-231', 'ligandConcentration: 100.0')	2042.300072	2207.679342	3828.357226	2096.249084	697.538014	236.893439		
('115563 1098', 'protein_ppName: VEGF165', 'cell_clName: AU565', 'ligandConcentration: 1.0')	9054.031992	11064.29989	9599.918824	12562.13017	12969.6342	8224.240615		
('115564 1099', 'protein_ppName: VEGF165', 'cell_clName: AU565', 'ligandConcentration: 100.0')	10821.82194	10654.545	10048.29351	15754.23959	11667.74078	9092.434501		
('115565 1100', 'protein_ppName: VEGF165', 'cell_clName: BT-20', 'ligandConcentration: 1.0')	7494.8353	9742.939229	8656.28651	1364.532858	1739.427254	799.8114016		
('115566 1101', 'protein_ppName: VEGF165', 'cell_clName: BT-20', 'ligandConcentration: 100.0')	8054.422201	7758.36821	8019.434002	2161.191713	1806.889735	2301.438311		
('115567 1102', 'protein_ppName: VEGF165', 'cell_clName: BT-474', 'ligandConcentration: 1.0')	19960.17346	21374.02488	19562.98874	9639.269939	9739.795031	7149.997372		
('115568 1103', 'protein_ppName: VEGF165', 'cell_clName: BT-474', 'ligandConcentration: 100.0')	21665.99879	19873.70391	18535.83807	8594.767849	7576.926931	7702.086323		
('115569 1104', 'protein_ppName: VEGF165', 'cell_clName: BT-483', 'ligandConcentration: 1.0')	3019.805261	3966.881082	1586.395286	1549.438416	3882.976441	281.9715551		
('115570 1105', 'protein_ppName: VEGF165', 'cell_clName: BT-483', 'ligandConcentration: 100.0')	3722.711502	4185.531267	3647.684478	2860.303983	2157.988686	469.8799513		
('115571 1106', 'protein_ppName: VEGF165', 'cell_clName: BT-549', 'ligandConcentration: 1.0')	9647.403919	11455.24274	10660.06367	3096.158065	2497.878115	2632.549665		
('115572 1107', 'protein_ppName: VEGF165', 'cell_clName: BT-549', 'ligandConcentration: 100.0')	10990.44257	12247.6825	11493.59291	2566.047647	2861.515122	2593.204292		
('115573 1108', 'protein_ppName: VEGF165', 'cell_clName: CAMA-1', 'ligandConcentration: 1.0')	5183.566871	5202.778731	3598.061544	106.5246429	165.287429	70.21348513		
('115574 1109', 'protein_ppName: VEGF165', 'cell_clName: CAMA-1', 'ligandConcentration: 100.0')	4727.832378	5030.196245	4660.955652	3928.693271	656.752241	70.21348513		
('115575 1110', 'protein_ppName: VEGF165', 'cell_clName: HCC1395', 'ligandConcentration: 1.0')	9358.078727	11367.89515	10541.0322	2294.37206	2294.37206	2294.37206		
('115576 1111', 'protein_ppName: VEGF165', 'cell_clName: HCC1395', 'ligandConcentration: 100.0')	10238.24634	10011.9578	10069.61909	2294.37206	2294.37206	2294.37206		
('115577 1112', 'protein_ppName: VEGF165', 'cell_clName: HCC1419', 'ligandConcentration: 1.0')	35673.89839	32734.43627	28671.41692	26631.20177	23451.20555	20881.00233		
('115578 1113', 'protein_ppName: VEGF165', 'cell_clName: HCC1419', 'ligandConcentration: 100.0')	35747.63059	30533.81386	31864.74786	27846.04231	23995.15514	24483.65766		
('115579 1114', 'protein_ppName: VEGF165', 'cell_clName: HCC1428', 'ligandConcentration: 1.0')	1040.118819	1689.393117	1960.343716	581.4886533	103.8606935	103.8606935		
('115580 1115', 'protein_ppName: VEGF165', 'cell_clName: HCC1428', 'ligandConcentration: 100.0')	1040.118819	1999.909516	2036.269984	722.5245485	167.3315254	103.8606935		
('115581 1116', 'protein_ppName: VEGF165', 'cell_clName: HCC1569', 'ligandConcentration: 1.0')	18501.08594	20358.93499	16026.19889	5712.777295	9602.947237	3084.428727		
('115582 1117', 'protein_ppName: VEGF165', 'cell_clName: HCC1569', 'ligandConcentration: 100.0')	24113.86852	23858.95562	25208.93673	15752.23997	13185.02023	10890.28408		
('115583 1118', 'protein_ppName: VEGF165', 'cell_clName: HCC1806', 'ligandConcentration: 1.0')	5133.944945	7803.180098	7279.653159	5258.824744	2649.337784	3985.69805		
('115584 1119', 'protein_ppName: VEGF165', 'cell_clName: HCC1806', 'ligandConcentration: 100.0')	7855.044501	9678.480776	5517.583163	4378.226799	2649.337784	2649.337784		
('115585 1120', 'protein_ppName: VEGF165', 'cell_clName: HCC1937', 'ligandConcentration: 1.0')	2151.261169	3577.01865	3311.246191	1630.461129	570.8601805	730.0996788		
('115586 1121', 'protein_ppName: VEGF165', 'cell_clName: HCC1937', 'ligandConcentration: 100.0')	1679.667433	4086.309188	3007.956389	563.1325677	561.929087	1303.842803		
('115587 1122', 'protein_ppName: VEGF165', 'cell_clName: HCC1954', 'ligandConcentration: 1.0')	3085.20188	5462.401507	3608.331167	8645.87156	6278.942563	6157.798115		
('115588 1123', 'protein_ppName: VEGF165', 'cell_clName: HCC1954', 'ligandConcentration: 100.0')	4083.003863	5868.730218	5910.019272	7568.47296	6983.134984	6703.947992		
('115589 1124', 'protein_ppName: VEGF165', 'cell_clName: HCC202', 'ligandConcentration: 1.0')	76323.93842	68130.84243	54075.48436	7415.611883	5196.187469	4235.621159		
('115590 1125', 'protein_ppName: VEGF165', 'cell_clName: HCC202', 'ligandConcentration: 100.0')	63578.32859	56504.25912	52857.02851	6229.249351	5077.433444	5187.223667		
('115591 1126', 'protein_ppName: VEGF165', 'cell_clName: HCC38', 'ligandConcentration: 1.0')	1600.753383	4177.726495	4175.091677	1359.237858	2951.746243	450.2128148		
('115592 1127', 'protein_ppName: VEGF165', 'cell_clName: HCC38', 'ligandConcentration: 100.0')	3200.604495	3942.56905	3116.422082	2629.877855	2315.140034	1055.69232		
('115593 1128', 'protein_ppName: VEGF165', 'cell_clName: HCC70', 'ligandConcentration: 1.0')	8756.911609	9543.129098	9365.668579	389.867648	970.2556487	389.867648		
('115594 1129', 'protein_ppName: VEGF165', 'cell_clName: HCC70', 'ligandConcentration: 100.0')	8608.826249	9461.742628	8529.85891	727.6434355	389.867648	389.867648		
('115595 1130', 'protein_ppName: VEGF165', 'cell_clName: Hs 578T', 'ligandConcentration: 1.0')	4574.057031	5065.561705	3424.217694	7471.065618	6078.669823	5605.05586		
('115596 1131', 'protein_ppName: VEGF165', 'cell_clName: Hs 578T', 'ligandConcentration: 100.0')	5239.246451	4871.683212	4442.982942	6998.567943	6117.778388	5160.657844		
('115597 1132', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-134-VI', 'ligandConcentration: 1.0')	842.221377	1926.150266	1883.804091	2636.345947	3984.237482	1786.844534		
('115598 1133', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-134-VI', 'ligandConcentration: 100.0')	842.221377	1763.006053	1884.026965	3102.659087	3340.962336	2682.366841		
('115599 1134', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-157', 'ligandConcentration: 1.0')	1069.931871	2971.404704	1708.078244	1493.359255	252.4573021	252.4573021		
('115600 1135', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-157', 'ligandConcentration: 100.0')	1069.931871	1069.931871	1628.049096	440.4478258	252.4573021	252.4573021		
('115601 1136', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-175-VII', 'ligandConcentration: 1.0')	13954.94901	16647.40638	14457.21558	25875.09413	30858.81094	26024.98627		
('115602 1137', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-175-VII', 'ligandConcentration: 100.0')	13905.07108	15525.15287	13769.06917	29842.79116	29270.70623	24426.36026		
('115603 1138', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-361', 'ligandConcentration: 1.0')	1991.355284	2508.179726	1196.02181	744.0345641	2576.015595	166.1702235		
('115604 1139', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-361', 'ligandConcentration: 100.0')	2374.037423	2620.236384	2019.242227	1182.336586	1833.906572	640.6938414		
('115605 1140', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-415', 'ligandConcentration: 1.0')	32976.55796	38735.22279	38421.97187	3199.585132	298.0497364	982.6986899		
('115606 1141', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-415', 'ligandConcentration: 100.0')	41082.84372	36144.48775	35245.79068	485.1971491	850.9859374	1018.802659		
('115607 1142', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-436', 'ligandConcentration: 1.0')	8891.988816	12727.22134	4982.747525	8225.60191	7359.911452	2360.487221		
('115608 1143', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-436', 'ligandConcentration: 100.0')	11516.83979	9127.545794	10373.70166	9961.800742	5746.480282	6386.371031		
('115609 1144', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-453', 'ligandConcentration: 1.0')	6002.347274	6952.477203	6194.306956	3164.197992	3195.078511	2453.577705		
('115610 1145', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-453', 'ligandConcentration: 100.0')	6308.717344	6898.394124	6395.935122	2396.728082	2965.347097	2409.866116		
('115611 1146', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-468', 'ligandConcentration: 1.0')	25139.88874	25855.48735	27970.00207	4139.200454	3608.949066	4023.01974		
('115612 1147', 'protein_ppName: VEGF165', 'cell_clName: MDA-MB-468', 'ligandConcentration: 100.0')	25205.57466	19953.86746	24177.58483	3598.136495	2774.167783	4324.683216		
('115613 1148', 'protein_ppName: VEGF165', 'cell_clName: T47D', 'ligandConcentration: 1.0')	6767.907775	7542.230588	6021.673407	2542.269333	5202.857976	2216.598525		
('115614 1149', 'protein_ppName: VEGF165', 'cell_clName: T47D', 'ligandConcentration: 100.0')	7324.635164	7565.18749	7522.874768	4288.647839	3194.524216	1717.985498		
('115615 1150', 'protein_ppName: VEGF165', 'cell_clName: UACC-812', 'ligandConcentration: 1.0')	5431.092889	5713.012636	4711.122293	28059.1787	26241.21489	25580.69478		
('115616 1151', 'protein_ppName: VEGF165', 'cell_clName: UACC-812', 'ligandConcentration: 100.0')	8048.203683	4733.707295	4412.607479	30726.71564	25087.3903	24701.06455		
('115617 1152', 'protein_ppName: VEGF165', 'cell_clName: UACC-893', 'ligandConcentration: 1.0')	22437.70382	22870.86639	31331.38358	2073.098393	2073.098393	2073.098393		
('115618 1153', 'protein_ppName: VEGF165', 'cell_clName: UACC-893', 'ligandConcentration: 100.0')	21870.56132	30906.02671	14122.71472	2073.098393	2073.098393	2073.098393		
('115619 1154', 'protein_ppName: VEGF165', 'cell_clName: ZR-75-1', 'ligandConcentration: 1.0')	2177.568011	3666.937233	3843.767965	2105.004396	3365.623218	806.5039514		
('115620 1155', 'protein_ppName: VEGF165', 'cell_clName: ZR-75-1', 'ligandConcentration: 100.0')	3740.349662	3843.039667	3820.608091	4450.326643	4011.233652	4260.408492		
('115621 1156', 'protein_ppName: VEGF165', 'cell_clName: ZR-75-30', 'ligandConcentration: 1.0')	4611.55326	7548.908245	6897.611914	11993.30029	15489.62106	16456.93262		
('115622 1157', 'protein_ppName: VEGF165', 'cell_clName: ZR-75-30', 'ligandConcentration: 100.0')	4611.918952	5629.516139	7833.781822	12739.00673	12589.76718	19348.4633		
('115623 1158', 'protein_ppName: VEGF165', 'cell_clName: 184B5', 'ligandConcentration: 1.0')	5029.90942	5205.804542	6026.356479	14088.3662	8078.49161	8377.629325		
('115624 1159', 'protein_ppName: VEGF165', 'cell_clName: 184B5', 'ligandConcentration: 100.0')	5570.573918	5217.27077	6277.498722	11228.42744	6600.933508	8582.55495		
('115625 1160', 'protein_ppName: VEGF165', 'cell_clName: HCC1187', 'ligandConcentration: 1.0')	13359.61327	15414.87044	15304.96364	248.3144238	248.3144238	248.3144238		
('115626 1161', 'protein_ppName: VEGF165', 'cell_clName: HCC1187', 'ligandConcentration: 100.0')	13723.15115	14712.87598	13851.37575	248.3144238	248.3144238	248.3144238		
('115627 1162', 'protein_ppName: VEGF165', 'cell_clName: HCC1500', 'ligandConcentration: 1.0')	1898.620993	3813.052899	2724.222891	3077.164256	3077.164256	3077.164256		
('115628 1163', 'protein_ppName: VEGF165', 'cell_clName: HCC1500', 'ligandConcentration: 100.0')	3435.328577	3646.901669	3897.962651	3077.164256	3077.164256	3077.164256		
('115629 1164', 'protein_ppName: VEGF165', 'cell_clName: MCF 10A', 'ligandConcentration: 1.0')	1552.364371	2972.492239	2534.897292	3899.668489	1747.299447	1398.299593		
('115630 1165', 'protein_ppName: VEGF165', 'cell_clName: MCF 10A', 'ligandConcentration: 100.0')	2862.417103	6925.798754	3111.759359	3804.969827	11062.22402	1849.621046		
('115631 1166', 'protein_ppName: VEGF165', 'cell_clName: MCF 10F', 'ligandConcentration: 1.0')	2171.220036	2506.221395	1748.049544	1715.224062	2087.421591	407.4253875		
('115632 1167', 'protein_ppName: VEGF165', 'cell_clName: MCF 10F', 'ligandConcentration: 100.0')	2515.31739	2971.460863	4005.096652	3657.222852	2185.718541	818.0736729		
('115633 1168', 'protein_ppName: VEGF165', 'cell_clName: MCF12A', 'ligandConcentration: 1.0')	1257.842585	3392.759585	2117.383968	13031.72918	7095.579131	6324.004883		
('115634 1169', 'protein_ppName: VEGF165', 'cell_clName: MCF12A', 'ligandConcentration: 100.0')	2651.812876	3484.690308	2400.541783	8485.230655	6694.786849	7116.122674		
('115635 1170', 'protein_ppName: ', 'cell_clName: MCF7', 'ligandConcentration: 0.0')							1295.341456	248.7780028
('115636 1171', 'protein_ppName: ', 'cell_clName: SK-BR-3', 'ligandConcentration: 0.0')							9605.777339	2432.282503
('115637 1172', 'protein_ppName: ', 'cell_clName: MDA-MB-231', 'ligandConcentration: 0.0')							1220.421467	282.5517696
('115638 1173', 'protein_ppName: ', 'cell_clName: AU565', 'ligandConcentration: 0.0')							9270.27264	9577.906868
('115639 1174', 'protein_ppName: ', 'cell_clName: BT-20', 'ligandConcentration: 0.0')							7807.673161	417.9075586
('115640 1175', 'protein_ppName: ', 'cell_clName: BT-474', 'ligandConcentration: 0.0')							20964.65525	7930.531771
('115641 1176', 'protein_ppName: ', 'cell_clName: BT-483', 'ligandConcentration: 0.0')							3073.634174	340.5809391
('115642 1177', 'protein_ppName: ', 'cell_clName: BT-549', 'ligandConcentration: 0.0')							9861.330045	2391.276372
('115643 1178', 'protein_ppName: ', 'cell_clName: CAMA-1', 'ligandConcentration: 0.0')							5669.051375	76.84642229
('115644 1179', 'protein_ppName: ', 'cell_clName: HCC1395', 'ligandConcentration: 0.0')							10245.03756	2294.37206
('115645 1180', 'protein_ppName: ', 'cell_clName: HCC1419', 'ligandConcentration: 0.0')							27133.97153	22895.17894
('115646 1181', 'protein_ppName: ', 'cell_clName: HCC1428', 'ligandConcentration: 0.0')							1040.118819	130.2978509
('115647 1182', 'protein_ppName: ', 'cell_clName: HCC1569', 'ligandConcentration: 0.0')							23615.3983	5170.830982
