	('meanRelativeCellCount 0',)	('standardErroroftheMeanforRelativeCellCount 1',)	('meanNormalizedGrowthRateInhibitionValue 2',)	('standardErroroftheMeanforNormalizedGrowthRateInhibitionValue 3',)
('PD184352 3650', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10048', 'smallmolecule_smLincsID: LSM-1048', 'smallmolecule_smName: PD184352', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	0.33823	0.06806	0.45433	0.033783
('PD184352 3651', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10048', 'smallmolecule_smLincsID: LSM-1048', 'smallmolecule_smName: PD184352', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.28072	0.06689	0.37126	0.045742
('PD184352 3652', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10048', 'smallmolecule_smLincsID: LSM-1048', 'smallmolecule_smName: PD184352', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	0.22238	0.056707	0.27874	0.039137
('PD184352 3653', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10048', 'smallmolecule_smLincsID: LSM-1048', 'smallmolecule_smName: PD184352', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	0.16628	0.057703	0.16495	0.040234
('PLX-4720 3654', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.99789	0.019802	0.998	0.01108
('PLX-4720 3655', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.98947	0.041962	0.99026	0.022689
('PLX-4720 3656', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	0.97862	0.056438	0.98221	0.030957
('PLX-4720 3657', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	1.0103	0.07032	1.0017	0.039088
('PLX-4720 3658', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	1.0016	0.059494	1.0023	0.037933
('PLX-4720 3659', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	0.82291	0.070713	0.89638	0.03252
('Lapatinib 3660', 'smallmolecule_smSalt: 104', 'smallmolecule_smCenterCompoundID: 10051', 'smallmolecule_smLincsID: LSM-1051', 'smallmolecule_smName: Lapatinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.95313	0.034643	0.97471	0.016491
('Lapatinib 3661', 'smallmolecule_smSalt: 104', 'smallmolecule_smCenterCompoundID: 10051', 'smallmolecule_smLincsID: LSM-1051', 'smallmolecule_smName: Lapatinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.92419	0.03976	0.95661	0.019563
('Lapatinib 3662', 'smallmolecule_smSalt: 104', 'smallmolecule_smCenterCompoundID: 10051', 'smallmolecule_smLincsID: LSM-1051', 'smallmolecule_smName: Lapatinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	0.9029	0.051161	0.94287	0.026893
('Lapatinib 3663', 'smallmolecule_smSalt: 104', 'smallmolecule_smCenterCompoundID: 10051', 'smallmolecule_smLincsID: LSM-1051', 'smallmolecule_smName: Lapatinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.8254	0.084182	0.89463	0.043586
('Lapatinib 3664', 'smallmolecule_smSalt: 104', 'smallmolecule_smCenterCompoundID: 10051', 'smallmolecule_smLincsID: LSM-1051', 'smallmolecule_smName: Lapatinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	0.63139	0.14382	0.74662	0.093091
('Lapatinib 3665', 'smallmolecule_smSalt: 104', 'smallmolecule_smCenterCompoundID: 10051', 'smallmolecule_smLincsID: LSM-1051', 'smallmolecule_smName: Lapatinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	0.24134	0.094834	0.28829	0.10019
('Rapamycin 3666', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10052', 'smallmolecule_smLincsID: LSM-1052', 'smallmolecule_smName: Rapamycin', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.9575	0.06768	0.98154	0.042826
('Rapamycin 3667', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10052', 'smallmolecule_smLincsID: LSM-1052', 'smallmolecule_smName: Rapamycin', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.99125	0.060422	0.99913	0.039529
('Rapamycin 3668', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10052', 'smallmolecule_smLincsID: LSM-1052', 'smallmolecule_smName: Rapamycin', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	0.98151	0.07264	0.99472	0.047421
('Rapamycin 3669', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10052', 'smallmolecule_smLincsID: LSM-1052', 'smallmolecule_smName: Rapamycin', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.98604	0.067624	0.99718	0.044195
('Rapamycin 3670', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10052', 'smallmolecule_smLincsID: LSM-1052', 'smallmolecule_smName: Rapamycin', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	0.99129	0.078723	0.99981	0.051643
('Rapamycin 3671', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10052', 'smallmolecule_smLincsID: LSM-1052', 'smallmolecule_smName: Rapamycin', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	0.96754	0.076915	0.98597	0.050053
('ZSTK474 3672', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10053', 'smallmolecule_smLincsID: LSM-1053', 'smallmolecule_smName: ZSTK474', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.91319	0.075307	0.95388	0.037594
('ZSTK474 3673', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10053', 'smallmolecule_smLincsID: LSM-1053', 'smallmolecule_smName: ZSTK474', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.74571	0.12447	0.84211	0.06974
('ZSTK474 3674', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10053', 'smallmolecule_smLincsID: LSM-1053', 'smallmolecule_smName: ZSTK474', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	0.57317	0.13834	0.69827	0.092144
('ZSTK474 3675', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10053', 'smallmolecule_smLincsID: LSM-1053', 'smallmolecule_smName: ZSTK474', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.35143	0.08589	0.47161	0.048178
('ZSTK474 3676', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10053', 'smallmolecule_smLincsID: LSM-1053', 'smallmolecule_smName: ZSTK474', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	0.2295	0.060955	0.29578	0.027996
('ZSTK474 3677', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10053', 'smallmolecule_smLincsID: LSM-1053', 'smallmolecule_smName: ZSTK474', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	0.16605	0.041234	0.1788	0.039654
('BX-912 3678', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10055', 'smallmolecule_smLincsID: LSM-1055', 'smallmolecule_smName: BX-912', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.91612	0.0096965	0.95002	0.0012949
('BX-912 3679', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10055', 'smallmolecule_smLincsID: LSM-1055', 'smallmolecule_smName: BX-912', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.87053	0.054492	0.91972	0.035541
('BX-912 3680', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10055', 'smallmolecule_smLincsID: LSM-1055', 'smallmolecule_smName: BX-912', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	0.55325	0.17111	0.64781	0.17401
('BX-912 3681', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10055', 'smallmolecule_smLincsID: LSM-1055', 'smallmolecule_smName: BX-912', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.17818	0.026304	0.20619	0.038814
('BX-912 3682', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10055', 'smallmolecule_smLincsID: LSM-1055', 'smallmolecule_smName: BX-912', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	0.1613	0.021939	0.17192	0.039168
('BX-912 3683', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10055', 'smallmolecule_smLincsID: LSM-1055', 'smallmolecule_smName: BX-912', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	0.12636	0.025451	0.088301	0.033081
('Selumetinib 3684', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10056', 'smallmolecule_smLincsID: LSM-1056', 'smallmolecule_smName: Selumetinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.45932	0.0618	0.59804	0.014775
('Selumetinib 3685', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10056', 'smallmolecule_smLincsID: LSM-1056', 'smallmolecule_smName: Selumetinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.33664	0.065848	0.45521	0.03042
('Selumetinib 3686', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10056', 'smallmolecule_smLincsID: LSM-1056', 'smallmolecule_smName: Selumetinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	0.26901	0.058271	0.3597	0.032581
('Selumetinib 3687', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10056', 'smallmolecule_smLincsID: LSM-1056', 'smallmolecule_smName: Selumetinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.22167	0.055769	0.28138	0.030614
('Selumetinib 3688', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10056', 'smallmolecule_smLincsID: LSM-1056', 'smallmolecule_smName: Selumetinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	0.20336	0.052646	0.24968	0.023394
('Selumetinib 3689', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10056', 'smallmolecule_smLincsID: LSM-1056', 'smallmolecule_smName: Selumetinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	0.16802	0.050465	0.17719	0.024248
('MK2206 3690', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10057', 'smallmolecule_smLincsID: LSM-1057', 'smallmolecule_smName: MK2206', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.9802	0.035227	0.98963	0.021946
('MK2206 3691', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10057', 'smallmolecule_smLincsID: LSM-1057', 'smallmolecule_smName: MK2206', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.94873	0.034599	0.97231	0.021009
('MK2206 3692', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10057', 'smallmolecule_smLincsID: LSM-1057', 'smallmolecule_smName: MK2206', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	0.59853	0.17575	0.70464	0.12768
('MK2206 3693', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10057', 'smallmolecule_smLincsID: LSM-1057', 'smallmolecule_smName: MK2206', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.81342	0.076535	0.89155	0.038919
('MK2206 3694', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10057', 'smallmolecule_smLincsID: LSM-1057', 'smallmolecule_smName: MK2206', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	0.72998	0.093136	0.83331	0.047163
('MK2206 3695', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10057', 'smallmolecule_smLincsID: LSM-1057', 'smallmolecule_smName: MK2206', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	0.31861	0.086223	0.42896	0.052137
('AZD-6482 3696', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10059', 'smallmolecule_smLincsID: LSM-1059', 'smallmolecule_smName: AZD-6482', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.98434	0.022343	0.99347	0.011151
('AZD-6482 3697', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10059', 'smallmolecule_smLincsID: LSM-1059', 'smallmolecule_smName: AZD-6482', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.91174	0.065762	0.95238	0.032211
('AZD-6482 3698', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10059', 'smallmolecule_smLincsID: LSM-1059', 'smallmolecule_smName: AZD-6482', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	0.88881	0.066268	0.93756	0.031959
('AZD-6482 3699', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10059', 'smallmolecule_smLincsID: LSM-1059', 'smallmolecule_smName: AZD-6482', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.81897	0.10286	0.89112	0.054455
('AZD-6482 3700', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10059', 'smallmolecule_smLincsID: LSM-1059', 'smallmolecule_smName: AZD-6482', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	0.75161	0.13964	0.84194	0.081427
('AZD-6482 3701', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10059', 'smallmolecule_smLincsID: LSM-1059', 'smallmolecule_smName: AZD-6482', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	0.30111	0.11444	0.36022	0.14042
('NU7441 3702', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10061', 'smallmolecule_smLincsID: LSM-1061', 'smallmolecule_smName: NU7441', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.04	0.0093712	1.0223	0.0037064
('NU7441 3703', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10061', 'smallmolecule_smLincsID: LSM-1061', 'smallmolecule_smName: NU7441', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1.0027	0.0031926	1.001	0.0020509
('NU7441 3704', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10061', 'smallmolecule_smLincsID: LSM-1061', 'smallmolecule_smName: NU7441', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	0.96961	0.0046282	0.98171	0.0029061
('NU7441 3705', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10061', 'smallmolecule_smLincsID: LSM-1061', 'smallmolecule_smName: NU7441', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.92381	0.02154	0.95673	0.0085167
('NU7441 3706', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10061', 'smallmolecule_smLincsID: LSM-1061', 'smallmolecule_smName: NU7441', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	0.82251	0.047088	0.89426	0.019465
('NU7441 3707', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10061', 'smallmolecule_smLincsID: LSM-1061', 'smallmolecule_smName: NU7441', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	0.30659	0.17268	0.35734	0.17413
('OSI-027 3708', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10063', 'smallmolecule_smLincsID: LSM-1063', 'smallmolecule_smName: OSI-027', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.77656	0.08299	0.86482	0.047054
('OSI-027 3709', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10063', 'smallmolecule_smLincsID: LSM-1063', 'smallmolecule_smName: OSI-027', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.50978	0.12033	0.64536	0.074961
('OSI-027 3710', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10063', 'smallmolecule_smLincsID: LSM-1063', 'smallmolecule_smName: OSI-027', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	0.33875	0.10325	0.45197	0.075656
('OSI-027 3711', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10063', 'smallmolecule_smLincsID: LSM-1063', 'smallmolecule_smName: OSI-027', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.23224	0.071283	0.29621	0.044833
('OSI-027 3712', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10063', 'smallmolecule_smLincsID: LSM-1063', 'smallmolecule_smName: OSI-027', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	0.18868	0.063606	0.21691	0.046539
('OSI-027 3713', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10063', 'smallmolecule_smLincsID: LSM-1063', 'smallmolecule_smName: OSI-027', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	0.15065	0.043611	0.14076	0.014025
('WYE-125132 3714', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10064', 'smallmolecule_smLincsID: LSM-1064', 'smallmolecule_smName: WYE-125132', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.38314	0.11689	0.50647	0.084896
('WYE-125132 3715', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10064', 'smallmolecule_smLincsID: LSM-1064', 'smallmolecule_smName: WYE-125132', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.22218	0.062079	0.2836	0.037068
('WYE-125132 3716', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10064', 'smallmolecule_smLincsID: LSM-1064', 'smallmolecule_smName: WYE-125132', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	0.18913	0.051731	0.22387	0.032714
('WYE-125132 3717', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10064', 'smallmolecule_smLincsID: LSM-1064', 'smallmolecule_smName: WYE-125132', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.16479	0.042504	0.17604	0.0098136
('WYE-125132 3718', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10064', 'smallmolecule_smLincsID: LSM-1064', 'smallmolecule_smName: WYE-125132', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	0.15531	0.048197	0.15106	0.024426
