	('auc 0',)
('491323 673', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10164', 'smallmolecule_smLincsID: LSM-1165', 'smallmolecule_smName: AZD8330', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.12089
('491324 674', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10171', 'smallmolecule_smLincsID: LSM-1172', 'smallmolecule_smName: TGX221', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.90404
('491325 675', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10172', 'smallmolecule_smLincsID: LSM-1173', 'smallmolecule_smName: GSK1059615', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.41031
('491326 676', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10172', 'smallmolecule_smLincsID: LSM-1173', 'smallmolecule_smName: GSK1059615', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.41161
('491327 677', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10177', 'smallmolecule_smLincsID: LSM-1178', 'smallmolecule_smName: Brivanib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.81293
('491328 678', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10180', 'smallmolecule_smLincsID: LSM-1181', 'smallmolecule_smName: CHIR-99021', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.94457
('491329 679', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10182', 'smallmolecule_smLincsID: LSM-1183', 'smallmolecule_smName: Linifanib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.97099
('491330 680', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10190', 'smallmolecule_smLincsID: LSM-1191', 'smallmolecule_smName: PIK-93', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.87956
('491331 681', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10232', 'smallmolecule_smLincsID: LSM-4255', 'smallmolecule_smName: BEZ235', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.22795
('491332 682', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10233', 'smallmolecule_smLincsID: LSM-4256', 'smallmolecule_smName: BYL719', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.81438
('491333 683', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10234', 'smallmolecule_smLincsID: LSM-4257', 'smallmolecule_smName: GDC-0980', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.31391
('491334 684', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	-0.017384
('491335 685', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	-0.025841
('491336 686', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.28139
('491337 687', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.27957
('491338 688', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.39816
('491339 689', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.37806
