	('maxDose(log10) 0',)	('goodnessOfFit 1',)	('EC50(log10) 2',)	('IC50(log10) 3',)	('GI50(log10) 4',)	('hillSlope 5',)	('E_inf 6',)	('E_max 7',)	('areaUnderCurve 8',)
('PP242 3187', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: BT-549', 'clCenterSpecificID: 50108')	-4.301	0.9734	-7.128	-7.1278	-7.5059	0.5019	2.22e-16	0.036726	4.4051
('PP242 3188', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: CAMA-1', 'clCenterSpecificID: 50131')	-4.301	0.9747	-7.544	-7.3453	-8.7061	0.4644	0.09557	0.12293	4.4086
('PP242 3189', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC1143', 'clCenterSpecificID: 50205')	-4.301	0.9605	-7.829	-7.4652	-8.7515	0.3324	0.1215	0.17681	4.2921
('PP242 3190', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC1395', 'clCenterSpecificID: 50206')									
('PP242 3191', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC1419', 'clCenterSpecificID: 50207')									
('PP242 3192', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC1428', 'clCenterSpecificID: 50208')	-4.301	0.7953	-7.725	-7.4406	-9.2993	0.2643	0.07958	0.18143	4.2525
('PP242 3193', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC1569', 'clCenterSpecificID: 50210')	-4.301	0.9797	-7.818	-7.8177	-9.0248	0.2628	1.63e-12	0.1064	3.7403
('PP242 3194', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC1806', 'clCenterSpecificID: 50211')									
('PP242 3195', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC1937', 'clCenterSpecificID: 50212')									
('PP242 3196', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC1954', 'clCenterSpecificID: 50213')	-4.301	0.9756	-8.314	-8.0526	-8.9641	0.3341	0.09114	0.1308	3.6259
('PP242 3197', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC202', 'clCenterSpecificID: 50214')									
('PP242 3198', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC38', 'clCenterSpecificID: 50216')	-4.301	0.9596	-8.902	-8.8385	-9.6108	0.5908	0.04094	0.042773	2.3342
('PP242 3199', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC70', 'clCenterSpecificID: 50219')	-4.301	0.9415	-9.669	-9.5655	-12.107	0.3058	0.03498	0.056524	2.0727
('PP242 3200', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: Hs 578T', 'clCenterSpecificID: 50238')	-4.301	0.867	-7.125	-7.0821	-7.3615	0.5543	0.02643	0.052227	4.5928
('PP242 3201', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MB 157', 'clCenterSpecificID: 50324')									
('PP242 3202', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327')	-4.301	0.9644	-8.37	-8.1441	-9.5949	0.331	0.07925	0.11888	3.4999
('PP242 3203', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328')	-4.301	0.9776	-7.696	-7.6959	-7.9967	0.3909	1.78e-16	0.044972	3.6514
('PP242 3204', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329')									
('PP242 3205', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331')	-4.301	0.9918	-7.826	-7.3574	-8.4606	0.5665	0.2287	0.23639	4.7595
('PP242 3206', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MDA-MB-436', 'clCenterSpecificID: 50333')	-4.301	0.8884	-7.447	-6.9431	-8.1443	0.2586	0.1296	0.2455	4.7721
('PP242 3207', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334')	-4.301	0.9696	-8.296	-7.7064	-9.1458	0.3729	0.1987	0.22383	4.2257
('PP242 3208', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MDA-MB-468', 'clCenterSpecificID: 50335')	-4.301	0.9769	-7.885	-7.7553	-8.3023	0.4401	0.06174	0.085923	3.829
('PP242 3209', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: T47D', 'clCenterSpecificID: 50541')	-4.301	0.946	-9.411	-8.5983	-9.5701	0.4377	0.2796	0.28375	3.7359
('PP242 3210', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: UACC-812', 'clCenterSpecificID: 50556')	-4.301	0.9736	-8.728	-7.8546	-10.26	0.3573	0.2563	0.27528	4.2197
('PP242 3211', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: UACC-893', 'clCenterSpecificID: 50557')	-4.301	0.9509	-7.885	-7.5857	-9.2978	0.3751	0.1139	0.15226	4.1641
('PP242 3212', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: ZR-75-1', 'clCenterSpecificID: 50574')	-4.301	0.9479	-9.843	-8.9499	-10.728	0.503	0.3223	0.3234	3.6921
('PP242 3213', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: 184B5', 'clCenterSpecificID: 50576')									
('PP242 3214', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC1187', 'clCenterSpecificID: 50578')	-4.301								4.4284
('PP242 3215', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MCF 10A', 'clCenterSpecificID: 50583')	-4.301	0.9476	-7.617	-7.2991	-7.5499	0.5381	0.1629	0.17643	4.6086
('PP242 3216', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MCF 10F', 'clCenterSpecificID: 50584')	-4.301	0.9683	-8.705	-8.2104	-8.8465	0.5975	0.247	0.24875	3.9764
('PP242 3217', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: SUM1315MO2', 'clCenterSpecificID: 51081')	-4.301								4.0924
('PP242 3218', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: SUM149PT', 'clCenterSpecificID: 51082')	-4.301	0.9695	-7.379	-7.3786		0.2616	1.36e-16	0.13543	4.162
('PP242 3219', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: SUM159PT', 'clCenterSpecificID: 51083')	-4.301	0.9779	-8.482	-8.2954	-8.5069	0.5401	0.1033	0.10822	3.3095
('PP242 3220', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: SUM185PE', 'clCenterSpecificID: 51084')	-4.301	0.8186	-5.814	-4.9089	-5.9164	1.393	0.4726	0.47668	7.6185
('PP242 3221', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: SUM225CWN', 'clCenterSpecificID: 51085')	-4.301	0.8754	-6.492	-6.0219	-7.5624	0.4421	0.1901	0.26872	6.0187
('PP242 3222', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: SUM229PE', 'clCenterSpecificID: 51086')	-4.301								6.6484
('PP242 3223', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: SUM52PE', 'clCenterSpecificID: 51087')									
('PP242 3224', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: 184A1', 'clCenterSpecificID: 51088')									
('PP242 3225', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MCF12A', 'clCenterSpecificID: 51089')	-4.301	0.9504	-7.685	-7.0554	-7.7564	0.3975	0.2189	0.25267	4.9015
('PP242 3226', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MX1', 'clCenterSpecificID: 51090')	-4.301	0.9703	-6.153	-6.1533	-8.5843	0.606	1.36e-16	0.070132	5.6358
('PP242 3227', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: T47DKBLUC', 'clCenterSpecificID: 51091')	-4.301	0.9063	-9.387	-5.1956	-9.6065	0.4163	0.491	0.49486	5.314
('PP242 3228', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: 600MPE', 'clCenterSpecificID: 51092')									
('PP242 3229', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC2185', 'clCenterSpecificID: 51093')	-4.301	0.9758	-8.357	-7.4396	-9.6944	0.4359	0.301	0.31272	4.7229
('PP242 3230', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC3153', 'clCenterSpecificID: 51094')									
('PP242 3231', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: LY2', 'clCenterSpecificID: 51095')	-4.301	0.9634	-8.197	-6.726	-8.2157	0.4886	0.4044	0.41175	5.4572
('PP242 3232', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: ZR75B', 'clCenterSpecificID: 51096')									
('Valproic acid 3233', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: MCF7', 'clCenterSpecificID: 50029')	-1.8239	0.95	-2.2909	-2.2348	-2.6402	1.728	0.1	0.22143	7.9772
('Valproic acid 3234', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: SK-BR-3', 'clCenterSpecificID: 50057')	-1.8239	0.9461	-2.8599	-2.86	-3.1183	1.362	2.07e-16	0.037349	6.5826
('Valproic acid 3235', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058')	-1.8239								9.0492
('Valproic acid 3236', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: AU565', 'clCenterSpecificID: 50091')	-1.8239	0.9633	-2.7437	-2.7436	-2.896	1.941	1.35e-16	0.016134	7.1314
('Valproic acid 3237', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: BT-20', 'clCenterSpecificID: 50105')	-1.8239	0.81595	-2.3127	-2.0752	-2.4689	3.292	0.24685	0.27849	7.838
('Valproic acid 3238', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: BT-474', 'clCenterSpecificID: 50106')	-1.8239	0.9366	-2.582	-2.5821	-3.1409	1.303	1.44e-13	0.10507	7.1024
('Valproic acid 3239', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: BT-483', 'clCenterSpecificID: 50107')	-1.8239	0.9401	-2.3275	-2.3276	-3.1245	1.189	1.55e-13	0.20149	7.4905
('Valproic acid 3240', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: BT-549', 'clCenterSpecificID: 50108')	-1.8239	0.9274	-2.5216	-2.5216	-2.5784	1.738	2.22e-16	0.057758	7.2743
('Valproic acid 3241', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: CAMA-1', 'clCenterSpecificID: 50131')	-1.8239	0.91645	-2.4408	-2.4408	-2.844	1.5265	1.48e-13	0.10639	7.2908
('Valproic acid 3242', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: HCC1143', 'clCenterSpecificID: 50205')	-1.8239	0.9582	-2.4064	-2.4064	-2.6593	1.047	1.53e-16	0.19712	7.5804
('Valproic acid 3243', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: HCC1395', 'clCenterSpecificID: 50206')	-1.8239	0.78135	-2.1405	-2.1208	-2.4907	1.536	0.041195	0.28317	7.5542
('Valproic acid 3244', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: HCC1419', 'clCenterSpecificID: 50207')	-1.8239	0.9033	-2.4163	-2.4163	-3.0491	1.587	1.29e-16	0.10295	7.3187
('Valproic acid 3245', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: HCC1428', 'clCenterSpecificID: 50208')	-1.8239	0.97635	-2.8929	-2.8884	-3.1603	2.1525	0.01083	0.015925	6.8314
('Valproic acid 3246', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: HCC1569', 'clCenterSpecificID: 50210')	-1.8239	0.9683	-2.4651	-2.465	-2.7894	1.2505	3.65e-13	0.14061	7.3888
('Valproic acid 3247', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: HCC1806', 'clCenterSpecificID: 50211')	-1.8239	0.8063	-2.5025	-2.5025	-2.6758	1.038	1.32e-16	0.16494	6.7918
('Valproic acid 3248', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: HCC1937', 'clCenterSpecificID: 50212')	-1.8239	0.9334	-2.3849	-2.3849	-2.5667	2.047	1.13e-13	0.066351	7.6838
('Valproic acid 3249', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: HCC1954', 'clCenterSpecificID: 50213')	-1.8239	0.9498	-2.3552	-2.3553	-2.5204	1.6	1.26e-16	0.12373	7.8633
('Valproic acid 3250', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: HCC202', 'clCenterSpecificID: 50214')									
('Valproic acid 3251', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: HCC38', 'clCenterSpecificID: 50216')	-1.8239	0.9533	-2.9274	-2.9272	-3.0952	1.509	1.09e-13	0.025141	6.6679
('Valproic acid 3252', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: HCC70', 'clCenterSpecificID: 50219')	-1.8239	0.95715	-2.8042	-2.8042	-3.0349	1.6965	1.9e-16	0.024119	6.9108
('Valproic acid 3253', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: Hs 578T', 'clCenterSpecificID: 50238')	-1.8239	0.9235	-2.1785	-2.1785	-2.2506	1.195	5.92e-13	0.27376	7.6335
('Valproic acid 3254', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: MB 157', 'clCenterSpecificID: 50324')	-1.8239	0.8521	-2.2654	-2.1761	-2.3415	1.269	0.1149	0.30593	8.1743
('Valproic acid 3255', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327')	-1.8239	0.96155	-2.6459	-2.6459	-3.1453	1.272	1.53e-13	0.083049	7.1326
('Valproic acid 3256', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328')	-1.8239	0.8963	-2.483	-2.3798	-2.6696	1.488	0.1487	0.2293	8.0577
('Valproic acid 3257', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329')	-1.8239	0.8935	-2.3661	-2.3662	-3.1952	0.8511	1.51e-16	0.23769	7.1843
('Valproic acid 3258', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331')	-1.8239	0.9727	-2.4008	-2.4008	-2.8889	2.444	1.66e-16	0.04061	7.5667
('Valproic acid 3259', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: MDA-MB-436', 'clCenterSpecificID: 50333')	-1.8239								8.6146
('Valproic acid 3260', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334')	-1.8239	0.9602	-2.8879	-2.8875	-3.185	1.375	1.66e-16	0.033331	6.8045
('Valproic acid 3261', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: MDA-MB-468', 'clCenterSpecificID: 50335')	-1.8239	0.9087	-2.3315	-2.3146	-2.3679	3.999	0.07183	0.080421	7.6845
('Valproic acid 3262', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: T47D', 'clCenterSpecificID: 50541')	-1.8239								7.1259
('Valproic acid 3263', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: UACC-812', 'clCenterSpecificID: 50556')	-1.8239	0.891	-2.0618	-2.0618	-2.6202	0.8397	1.36e-12	0.38702	7.737
('Valproic acid 3264', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: UACC-893', 'clCenterSpecificID: 50557')	-1.8239	0.9394	-2.2438	-2.2438	-2.92	1.53	1.51e-16	0.18555	7.5722
('Valproic acid 3265', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: ZR-75-1', 'clCenterSpecificID: 50574')	-1.8239	0.9501	-2.2991	-2.2991	-2.5867	1.635	2.53e-13	0.14319	7.1279
('Valproic acid 3266', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: 184B5', 'clCenterSpecificID: 50576')	-1.8239	0.8933	-2.6722	-2.5296	-3.0885	0.5531	0.08305	0.31543	7.1777
('Valproic acid 3267', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: HCC1187', 'clCenterSpecificID: 50578')	-1.8239	0.969	-2.5786	-2.5786	-2.8262	1.324	1.33e-13	0.091048	7.1492
('Valproic acid 3268', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: MCF 10A', 'clCenterSpecificID: 50583')	-1.8239	0.9654	-2.9349	-2.9352	-3.0146	1.467	1.2e-16	0.022894	7.0702
('Valproic acid 3269', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: MCF 10F', 'clCenterSpecificID: 50584')	-1.8239	0.95	-2.3554	-2.3554	-2.3415	3.443	1.82e-16	0.014576	7.6306
('Valproic acid 3270', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: SUM1315MO2', 'clCenterSpecificID: 51081')	-1.8239	0.95165	-2.471	-2.4249	-2.656	3.033	0.13596	0.15707	7.9566
('Valproic acid 3271', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: SUM149PT', 'clCenterSpecificID: 51082')	-1.8239	0.93695	-2.7799	-2.7801	-2.916	1.2545	1.05e-13	0.060991	6.802
('Valproic acid 3272', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: SUM159PT', 'clCenterSpecificID: 51083')	-1.8239	0.9496	-2.9449	-2.9446	-2.9592	1.144	2.22e-16	0.049633	6.6356
('Valproic acid 3273', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: SUM185PE', 'clCenterSpecificID: 51084')									
('Valproic acid 3274', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: SUM225CWN', 'clCenterSpecificID: 51085')	-1.8239	0.892	-2.4391	-2.4391	-2.763	2.0665	7.41e-14	0.054253	7.6744
('Valproic acid 3275', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: SUM229PE', 'clCenterSpecificID: 51086')	-1.8239	0.9137	-2.5827	-2.5826	-2.6931	1.589	1.2e-16	0.058638	7.0407
('Valproic acid 3276', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: SUM52PE', 'clCenterSpecificID: 51087')	-1.8239	0.95965	-2.6659	-2.6657	-2.9162	1.575	3.6e-14	0.04522	7.4548
('Valproic acid 3277', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: 184A1', 'clCenterSpecificID: 51088')	-1.8239	0.9537	-2.5703	-2.5703	-3.0147	0.7775	2.12e-16	0.20812	7.2682
('Valproic acid 3278', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: MCF12A', 'clCenterSpecificID: 51089')	-1.8239	0.9575	-2.6011	-2.601	-2.7737	1.3295	8.96e-14	0.085668	7.076
('Valproic acid 3279', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: MX1', 'clCenterSpecificID: 51090')	-1.8239	0.9515	-2.9369	-2.9367	-3.429	1.41	2e-16	0.026627	6.5536
('Valproic acid 3280', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: T47DKBLUC', 'clCenterSpecificID: 51091')	-1.8239	0.9707	-2.4693	-2.4694	-2.7858	1.651	1.93e-16	0.079151	7.4323
('Valproic acid 3281', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: 600MPE', 'clCenterSpecificID: 51092')	-1.8239	0.9019	-2.1659	-1.8239	-2.5107	0.983	0.3008	0.52147	8.0931
('Valproic acid 3282', 'smCenterCompoundID: 10346', 'smSalt: 110', 'smCenterSampleID: 1.0', 'smLincsID: LSM-6363', 'smName: Valproic acid', 'clName: HCC2185', 'clCenterSpecificID: 51093')	-1.8239	0.9298	-2.4412	-2.4374	-2.9673	2.868	0.017045	0.058653	7.6315
