	('seedingDensity 0', 'datapointUnit: ')	('iC50 1', 'datapointUnit: uM')	('emaxIC 2', 'datapointUnit: ')	('aUCIC 3', 'datapointUnit: ')	('curveFitIC 4', 'datapointUnit: ')	('r2Ic 5', 'datapointUnit: ')	('eC50IC 6', 'datapointUnit: uM')	('einfIC 7', 'datapointUnit: ')	('hillCoefficientIC 8', 'datapointUnit: ')	('gR50 9', 'datapointUnit: uM')	('gRmax 10', 'datapointUnit: ')	('aUCGR 11', 'datapointUnit: ')	('curveFitGR 12', 'datapointUnit: ')	('r2Gr 13', 'datapointUnit: ')	('eC50GR 14', 'datapointUnit: uM')	('gRinf 15', 'datapointUnit: ')	('hillCoefficientGR 16', 'datapointUnit: ')
('556458 803', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	5000.0	inf	1.05	-0.044743		-18.1943	inf	1.05	0.0	inf	1.05	-0.05		-inf	inf	1.05	0.0
('556459 804', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	156.25	0.1237	0.096729	0.56113		0.9176	0.1021	0.068687	0.77239	0.1448	-0.12275	0.6091		0.9588	0.2039	-0.15121	0.7718
('556460 805', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	312.5	0.1594	0.069006	0.556		0.8795	0.159	0.00098848	0.67013	0.2255	-0.13019	0.56069		0.9372	0.2679	-0.10216	1.0788
('556461 806', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	625.0	0.1286	0.084494	0.57192		0.9003	0.1286	3.5657e-07	0.54446	0.2782	0.002075	0.5221		0.9481	0.4166	-0.13428	0.58882
('556462 807', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	1250.0	0.2478	0.098429	0.46978		0.9934	0.1932	0.11445	1.0445	0.4898	0.028022	0.41691		0.9898	0.4492	0.035202	0.84481
('556463 808', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	2500.0	0.2755	0.21637	0.46286		0.988	0.1199	0.19196	0.58206	0.2422	0.026385	0.51226		0.9908	0.2969	-0.056672	0.52738
('556464 809', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	5000.0	0.4834	0.42608	0.37842		0.9649	0.0784	0.41418	0.96862	0.042	-0.30206	0.86794		0.9664	0.0726	-0.33158	0.92919
('556465 810', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	156.25	6.2532	0.11766	0.084385		0.9788	5.9521	0.10932	4.9999	5.9768	0.062324	0.091224		0.9756	5.7526	0.087008	4.9994
('556466 811', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	312.5	7.0541	0.11527	0.080106		0.9855	6.7455	0.10022	5.0	7.8049	0.10195	0.077245		0.9874	7.4949	0.09172	5.0
('556467 812', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	625.0	8.7001	0.081753	0.067196		0.9855	8.4479	0.068379	5.0	10.0294	0.050604	0.054735		0.9867	9.941	0.021644	5.0
('556468 813', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	1250.0	8.8828	0.087283	0.071227		0.9875	8.607	0.072964	5.0	9.9774	0.033197	0.066646		0.9918	9.9638	0.0034	5.0
('556469 814', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	2500.0	12.3396	0.18978	0.019345		0.9745	11.573	0.13717	5.0	12.0732	-0.001151	0.026012		0.9826	12.509	-0.096997	5.0
('556470 815', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	5000.0	16.3463	0.39779	-0.00043913		0.9593	13.3592	0.3177	4.9999	11.9821	-0.2103	0.035121		0.9885	13.3965	-0.37351	5.0
('556471 816', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	156.25	0.0011	0.11729	0.67327		0.9928	0.001	0.13798	5.0	0.0012	-0.050651	0.76218		0.9832	0.0012	-0.0057937	3.4813
('556472 817', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	312.5	0.0012	0.088442	0.70187		0.9912	0.0011	0.095946	2.5106	0.0016	-0.050734	0.77771		0.9917	0.0017	-0.065963	1.8108
('556473 818', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	625.0	0.0009	0.073463	0.73649		0.9848	0.0009	0.084554	5.0	0.0013	-0.032639	0.78138		0.9843	0.0014	-0.041708	1.9556
('556474 819', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	1250.0	0.0018	0.064163	0.68792		0.9975	0.0017	0.060926	1.7212	0.0025	-0.076109	0.7361		0.9955	0.0027	-0.076942	1.8246
('556475 820', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	2500.0	0.0032	0.12268	0.58846		0.9984	0.0028	0.12343	2.2804	0.0031	-0.19545	0.769		0.9981	0.0036	-0.18876	2.3648
('556476 821', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	5000.0	0.0073	0.28587	0.43558		0.9914	0.0055	0.28027	2.9061	0.004	-0.57416	0.97235		0.9921	0.0052	-0.5845	2.8799
('556477 822', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smCenterSampleID: 3', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	156.25	0.0014	0.014663	0.89231		0.9855	0.0014	0.0082642	0.73541	0.0023	-0.53111	1.2242		0.9721	0.0062	-0.52607	0.74368
('556478 823', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smCenterSampleID: 3', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	312.5	0.0007	0.004768	0.91265		0.8472	0.0007	4.9739e-10	0.62759	0.0019	-0.61213	1.2533		0.9374	0.0054	-0.55435	0.70967
('556479 824', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smCenterSampleID: 3', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	625.0	0.0006	0.0057066	0.93425		0.9923	0.0006	0.0068286	0.74403	0.0016	-0.52756	1.2185		0.947	0.0044	-0.4835	0.66049
('556480 825', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smCenterSampleID: 3', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	1250.0	0.0009	0.0069968	0.90038		0.9708	0.0009	3.3047e-11	0.59852	0.0029	-0.50924	1.1388		0.9393	0.008	-0.47404	0.66318
('556481 826', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smCenterSampleID: 3', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	2500.0	0.003	0.016645	0.86548		0.9901	0.0029	0.024127	1.0504	0.003	-0.66163	1.3182		0.9612	0.0065	-0.60187	0.99824
('556482 827', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smCenterSampleID: 3', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	5000.0	0.0101	0.06524	0.72889		0.9661	0.0085	0.09781	1.2298	0.0032	-0.92842	1.545		0.977	0.0072	-0.88046	1.2433
('556483 828', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10250', 'smallmolecule_smLincsID: LSM-6348', 'smallmolecule_smCenterSampleID: 4', 'smallmolecule_smName: Etoposide', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	156.25	0.1933	0.060187	0.50648		0.9831	0.1818	0.072043	2.5423	0.2247	-0.14722	0.55297		0.9878	0.2524	-0.11507	1.7802
('556484 829', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10250', 'smallmolecule_smLincsID: LSM-6348', 'smallmolecule_smCenterSampleID: 4', 'smallmolecule_smName: Etoposide', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	312.5	0.2334	0.039057	0.51191		0.9867	0.2269	0.047992	3.567	0.2792	-0.17715	0.55498		0.9927	0.3131	-0.15197	2.3112
('556485 830', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10250', 'smallmolecule_smLincsID: LSM-6348', 'smallmolecule_smCenterSampleID: 4', 'smallmolecule_smName: Etoposide', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	625.0	0.1687	0.036917	0.54491		0.9927	0.1626	0.039317	2.2146	0.2351	-0.14329	0.56388		0.9966	0.2682	-0.13208	1.7819
('556486 831', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10250', 'smallmolecule_smLincsID: LSM-6348', 'smallmolecule_smCenterSampleID: 4', 'smallmolecule_smName: Etoposide', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	1250.0	0.1553	0.042545	0.55196		0.974	0.1472	0.038567	1.4914	0.2248	-0.15092	0.56281		0.9921	0.2572	-0.11631	1.5528
('556487 832', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10250', 'smallmolecule_smLincsID: LSM-6348', 'smallmolecule_smCenterSampleID: 4', 'smallmolecule_smName: Etoposide', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	2500.0	0.1982	0.11222	0.48272		0.9984	0.1701	0.11451	1.6995	0.1976	-0.19742	0.60241		0.9993	0.2407	-0.18965	1.6264
('556488 833', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10250', 'smallmolecule_smLincsID: LSM-6348', 'smallmolecule_smCenterSampleID: 4', 'smallmolecule_smName: Etoposide', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	5000.0	0.2482	0.28622	0.41518		0.9796	0.184	0.27199	2.6262	0.1431	-0.43369	0.83255		0.9803	0.1836	-0.46213	2.6229
('556489 834', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10264', 'smallmolecule_smLincsID: LSM-5690', 'smallmolecule_smCenterSampleID: 2', 'smallmolecule_smName: Methotrexate', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	156.25	inf	0.99984	-0.031304		-0.0131	inf	0.99984	0.0	inf	1.0014	-0.032215		-0.0318	inf	1.0014	0.0
('556490 835', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10264', 'smallmolecule_smLincsID: LSM-5690', 'smallmolecule_smCenterSampleID: 2', 'smallmolecule_smName: Methotrexate', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	312.5	inf	0.62224	0.27177		0.9203	0.0364	0.5907	4.9999	inf	0.72901	0.19851		0.9184	0.0374	0.69777	4.9999
('556491 836', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10264', 'smallmolecule_smLincsID: LSM-5690', 'smallmolecule_smCenterSampleID: 2', 'smallmolecule_smName: Methotrexate', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	625.0	0.0541	0.22075	0.48953		0.9321	0.047	0.25277	5.0	0.0615	0.31124	0.41386		0.9471	0.0481	0.35379	5.0
('556492 837', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10264', 'smallmolecule_smLincsID: LSM-5690', 'smallmolecule_smCenterSampleID: 2', 'smallmolecule_smName: Methotrexate', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	1250.0	0.0514	0.14642	0.50803		0.996	0.0479	0.14711	5.0	0.0569	0.16471	0.4949		0.9954	0.0525	0.16704	5.0
('556493 838', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10264', 'smallmolecule_smLincsID: LSM-5690', 'smallmolecule_smCenterSampleID: 2', 'smallmolecule_smName: Methotrexate', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	2500.0	0.0498	0.14984	0.52684		0.9756	0.0459	0.16786	4.9999	0.0479	-0.12318	0.6709		0.9863	0.0493	-0.077487	5.0
('556494 839', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10264', 'smallmolecule_smLincsID: LSM-5690', 'smallmolecule_smCenterSampleID: 2', 'smallmolecule_smName: Methotrexate', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 2')	5000.0	0.0655	0.24267	0.4491		0.996	0.0557	0.25753	4.4577	0.0456	-0.65093	0.98262		0.9957	0.0545	-0.6236	4.5226
('556495 840', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	156.25	0.1276	0.047492	0.46397		0.9894	0.112	0.07753	1.2926	0.6527	0.17033	0.30604		0.9896	0.4561	0.132	0.85509
('556496 841', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	312.5	0.164	0.038968	0.45174		0.9971	0.1491	0.053049	1.1773	0.5779	0.037016	0.33728		0.9968	0.6385	-0.042897	0.82652
('556497 842', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	625.0	0.4014	0.042454	0.366		0.9938	0.4014	2.8143e-09	0.95523	1.0983	-0.011371	0.28217		0.997	1.7717	-0.25165	0.85251
('556498 843', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	1250.0	0.964	0.093983	0.27792		0.9966	0.964	5.8824e-10	0.90789	1.8238	0.007527	0.23344		0.9982	4.8864	-0.56084	0.76326
('556499 844', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	2500.0	1.9742	0.20998	0.22876		0.9885	1.9742	3.8051e-08	0.68485	1.7507	-0.018853	0.25108		0.9908	10.3799	-1.0	0.61725
('556500 845', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	5000.0	5.7789	0.37473	0.17002		0.9759	5.7789	5.1989e-11	0.58998	3.8766	0.23356	0.18657		0.9801	26.441	-1.0	0.57221
('556501 846', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	156.25	17.439	0.32635	0.0090845		0.9578	17.439	1.9636e-07	5.0	22.068	0.63964	0.00060721		0.9462	24.9744	-0.40433	4.7896
('556502 847', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	312.5	12.5014	0.27268	0.092301		0.9714	12.5014	2.6042e-07	1.9167	21.4951	0.53788	0.047366		0.982	44.441	-0.99817	1.5109
('556503 848', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	625.0	14.9217	0.35782	0.038157		0.9864	12.3635	0.26506	4.0159	27.6045	0.5881	0.022857		0.9919	14.8758	0.44406	3.5427
('556504 849', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	1250.0	27.8696	0.68398	-0.014634		0.9114	19.3069	0.41849	4.9416	inf	0.79058	-0.0085902		0.9182	20.0426	0.57937	4.9999
('556505 850', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	2500.0	inf	0.98518	-0.038964		-2.6214	inf	0.98518	0.0	inf	0.98484	-0.038196		-2.3954	inf	0.98484	0.0
('556506 851', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	5000.0	inf	1.05	-0.03328		-3.1864	inf	1.05	0.0	inf	1.05	-0.032925		-3.1167	inf	1.05	0.0
('556507 852', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	156.25	0.1018	0.056006	0.59659		0.9577	0.0977	0.016176	0.80437	0.3959	0.20186	0.42961		0.9701	0.2525	0.15986	0.85687
('556508 853', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	312.5	0.15	0.047232	0.53628		0.9878	0.1367	0.056104	1.2777	0.3998	0.070591	0.42048		0.9939	0.3258	0.098147	1.0678
('556509 854', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	625.0	0.2381	0.074278	0.47902		0.9963	0.1967	0.087705	1.0097	0.8735	0.11947	0.35479		0.994	0.6786	0.089254	0.77875
('556510 855', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	1250.0	0.3695	0.13983	0.43058		0.9971	0.2473	0.13949	0.81409	0.9382	0.13263	0.35518		0.9952	0.7121	0.087924	0.70144
('556511 856', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	2500.0	0.3641	0.24679	0.41996		0.9988	0.1766	0.22951	0.84904	0.2996	0.068069	0.47799		0.9983	0.269	0.044362	0.86089
('556512 857', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	5000.0	0.7659	0.44261	0.379		0.9281	0.068	0.4219	0.76669	0.2868	0.34171	0.43472		0.9215	0.0857	0.32012	0.84646
('556513 858', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	156.25	5.0857	0.14378	0.10322		0.981	4.6188	0.19106	5.0	10.0723	0.42131	0.05908		0.9531	4.8248	0.48739	5.0
('556514 859', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	312.5	6.702	0.11818	0.09024		0.9896	6.3562	0.11516	4.9426	9.1467	0.29351	0.073176		0.9956	7.6312	0.28571	4.6773
('556515 860', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'replicate: 5')	625.0	7.3999	0.091624	0.097172		0.9949	7.1049	0.082259	4.4173	9.3348	0.17365	0.084163		0.9986	8.5811	0.15202	4.3051
