	('meanRelativeCellCountAfterTreatment 0',)	('standardErroroftheMeanforRelativeCellCountAfterTreatment 1',)	('meanRelativeGrowthRateAfterTreatment 2',)	('standardErroroftheMeanforRelativeGrowthRateAfterTreatment 3',)
('339042 4046', 'smCenterCompoundID: 10063', 'smSalt: 102', 'smLincsID: LSM-1063', 'smName: OSI-027', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.4065	0.020412	0.009959	0.074776
('339043 4047', 'smCenterCompoundID: 10087', 'smSalt: 101', 'smLincsID: LSM-5577', 'smName: XMD11-85h', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.6874	0.041333	0.47295	0.089982
('339044 4048', 'smCenterCompoundID: 10017', 'smSalt: 101', 'smLincsID: LSM-6015', 'smName: HG-6-64-01', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.18282	0.030518	-0.35734	0.050141
('339045 4049', 'smCenterCompoundID: 10039', 'smSalt: 101', 'smLincsID: LSM-5431', 'smName: WH-4-025', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.30088	0.01209	-0.16415	0.062018
('339046 4050', 'smCenterCompoundID: 10082', 'smSalt: 101', 'smLincsID: LSM-5545', 'smName: WZ-4-145', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.2553	0.033578	-0.24502	0.11762
('339047 4051', 'smCenterCompoundID: 10091', 'smSalt: 101', 'smLincsID: LSM-6299', 'smName: XMD16-144', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.27446	0.012219	-0.21084	0.086366
('339048 4052', 'smCenterCompoundID: 10177', 'smSalt: 101', 'smLincsID: LSM-1178', 'smName: Brivanib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.90297	0.031967	0.83502	0.055816
('339049 4053', 'smCenterCompoundID: 10147', 'smSalt: 101', 'smLincsID: LSM-1148', 'smName: NVP-BKM120', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.22756	0.0042256	-0.2883	0.082467
('339050 4054', 'smCenterCompoundID: 10055', 'smSalt: 101', 'smLincsID: LSM-1055', 'smName: BX-912', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.37965	0.025496	-0.031033	0.049564
('339051 4055', 'smCenterCompoundID: 10120', 'smSalt: 102', 'smLincsID: LSM-1120', 'smName: Canertinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.26728	0.0041573	-0.22072	0.067124
('339052 4056', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.28483	0.015866	-0.18927	0.04743
('339053 4057', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.22276	0.018847	-0.29924	0.10811
('339054 4058', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.16526	0.019015	-0.39329	0.10361
('339055 4059', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.66238	0.049882	0.42902	0.10836
('339056 4060', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.35068	0.011193	-0.080149	0.045337
('339057 4061', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.67022	0.17539	0.48112	0.27854
('339058 4062', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.30284	0.0079461	-0.16066	0.056574
('339059 4063', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.43289	0.033569	0.061034	0.018769
('339060 4064', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.40177	0.037018	0.0048875	0.071036
('339061 4065', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.23143	0.0092302	-0.27946	0.062121
('339062 4066', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.47555	0.022355	0.13007	0.018761
('339063 4067', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.99054	0.068626	0.99051	0.11951
('339064 4068', 'smCenterCompoundID: 10097', 'smSalt: 101', 'smLincsID: LSM-1097', 'smName: Erlotinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.48942	0.0073451	0.14833	0.057092
('339065 4069', 'smCenterCompoundID: 10157', 'smSalt: 101', 'smLincsID: LSM-1158', 'smName: Foretinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.34491	0.015802	-0.090839	0.061276
('339066 4070', 'smCenterCompoundID: 10040', 'smSalt: 101', 'smLincsID: LSM-1040', 'smName: R406', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.75069	0.019286	0.58822	0.0084597
('339067 4071', 'smCenterCompoundID: 10047', 'smSalt: 101', 'smLincsID: LSM-1047', 'smName: GDC-0941', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.3569	0.027512	-0.074493	0.096558
('339068 4072', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.42413	0.016167	0.038889	0.072961
('339069 4073', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.17614	0.020529	-0.37706	0.11289
('339070 4074', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.19005	0.0054494	-0.34909	0.071115
('339071 4075', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.19231	0.012182	-0.34838	0.098228
('339072 4076', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.1916	0.019055	-0.34652	0.078956
('339073 4077', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	1.0116	0.0038342	1.019	0.0056764
('339074 4078', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.17856	0.026339	-0.37362	0.12206
('339075 4079', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.78682	0.038475	0.65004	0.047708
('339076 4080', 'smCenterCompoundID: 10014', 'smSalt: 101', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.41685	0.10246	0.018309	0.21409
('339077 4081', 'smCenterCompoundID: 10015', 'smSalt: 101', 'smLincsID: LSM-5982', 'smName: HG-5-113-01', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.31895	0.016044	-0.135	0.071654
('339078 4082', 'smCenterCompoundID: 10016', 'smSalt: 101', 'smLincsID: LSM-5245', 'smName: HG-5-88-01', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.47005	0.013698	0.11415	0.073014
('339079 4083', 'smCenterCompoundID: 10023', 'smSalt: 103', 'smLincsID: LSM-1023', 'smName: Imatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.98063	0.019156	0.96404	0.034691
('339080 4084', 'smCenterCompoundID: 10100', 'smSalt: 101', 'smLincsID: LSM-36386', 'smName: JNK-9L', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.29879	0.01357	-0.16854	0.071441
('339081 4085', 'smCenterCompoundID: 10019', 'smSalt: 101', 'smLincsID: LSM-5674', 'smName: JW-7-24-1', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.28513	0.0036777	-0.19209	0.07485
('339082 4086', 'smCenterCompoundID: 10051', 'smSalt: 104', 'smLincsID: LSM-1051', 'smName: Lapatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.46762	0.023387	0.11717	0.013777
('339083 4087', 'smCenterCompoundID: 10115', 'smSalt: 102', 'smLincsID: LSM-1115', 'smName: LDN-193189', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.14969	0.014946	-0.41706	0.086093
('339084 4088', 'smCenterCompoundID: 10182', 'smSalt: 101', 'smLincsID: LSM-1183', 'smName: Linifanib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.52148	0.016242	0.20476	0.032043
('339085 4089', 'smCenterCompoundID: 10135', 'smSalt: 101', 'smLincsID: LSM-1135', 'smName: Linsitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.71455	0.021987	0.5251	0.040567
('339086 4090', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.093701	0.043091	-0.50693	0.08736
('339087 4091', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.075378	0.036871	-0.53974	0.10111
('339088 4092', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.36295	0.032021	-0.055585	0.0097205
('339089 4093', 'smCenterCompoundID: 10018', 'smSalt: 101', 'smLincsID: LSM-1018', 'smName: Neratinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.28505	0.02168	-0.19596	0.10676
('339090 4094', 'smCenterCompoundID: 10099', 'smSalt: 101', 'smLincsID: LSM-1099', 'smName: Nilotinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.51337	0.015727	0.18993	0.04678
('339091 4095', 'smCenterCompoundID: 10151', 'smSalt: 101', 'smLincsID: LSM-1152', 'smName: BIBF-1120', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.42225	0.13106	0.057644	0.18903
('339092 4096', 'smCenterCompoundID: 10061', 'smSalt: 101', 'smLincsID: LSM-1061', 'smName: NU7441', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.50564	0.055356	0.1865	0.05094
('339093 4097', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.41271	0.010671	0.021315	0.059209
('339094 4098', 'smCenterCompoundID: 10024', 'smSalt: 101', 'smLincsID: LSM-1024', 'smName: NVP-TAE684', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.28266	0.051482	-0.18581	0.026616
('339095 4099', 'smCenterCompoundID: 10071', 'smSalt: 101', 'smLincsID: LSM-1071', 'smName: PD0332991', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.68327	0.011536	0.47367	0.022179
('339096 4100', 'smCenterCompoundID: 10101', 'smSalt: 101', 'smLincsID: LSM-1101', 'smName: PD0325901', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.49968	0.040379	0.15874	0.11185
('339097 4101', 'smCenterCompoundID: 10101', 'smSalt: 101', 'smLincsID: LSM-1101', 'smName: PD0325901', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.51943	0.021799	0.20144	0.039321
('339098 4102', 'smCenterCompoundID: 10026', 'smSalt: 101', 'smLincsID: LSM-1026', 'smName: PD173074', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.51354	0.029943	0.18364	0.097744
('339099 4103', 'smCenterCompoundID: 10048', 'smSalt: 101', 'smLincsID: LSM-1048', 'smName: PD184352', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.75984	0.011586	0.6008	0.021856
('339100 4104', 'smCenterCompoundID: 10159', 'smSalt: 101', 'smLincsID: LSM-1160', 'smName: Pelitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.27837	0.010958	-0.20144	0.061158
('339101 4105', 'smCenterCompoundID: 10116', 'smSalt: 101', 'smLincsID: LSM-1116', 'smName: PF431396', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.32246	0.029007	-0.13193	0.10113
('339102 4106', 'smCenterCompoundID: 10112', 'smSalt: 101', 'smLincsID: LSM-1112', 'smName: PF477736', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.30207	0.041391	-0.16565	0.11391
('339103 4107', 'smCenterCompoundID: 10072', 'smSalt: 101', 'smLincsID: LSM-1072', 'smName: PF562271', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.2716	0.042041	-0.21934	0.1319
('339104 4108', 'smCenterCompoundID: 10125', 'smSalt: 101', 'smLincsID: LSM-1125', 'smName: PHA-665752', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.41466	0.18539	0.057166	0.27404
('339105 4109', 'smCenterCompoundID: 10073', 'smSalt: 101', 'smLincsID: LSM-1073', 'smName: PHA-793887', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.247	0.026058	-0.25882	0.1116
('339106 4110', 'smCenterCompoundID: 10126', 'smSalt: 101', 'smLincsID: LSM-1126', 'smName: PI103', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.32885	0.02498	-0.12036	0.091423
('339107 4111', 'smCenterCompoundID: 10049', 'smSalt: 101', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.55379	0.059706	0.2445	0.14257
('339108 4112', 'smCenterCompoundID: 10075', 'smSalt: 101', 'smLincsID: LSM-5803', 'smName: QL-X-138', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.282	0.030795	-0.20061	0.1132
('339109 4113', 'smCenterCompoundID: 10077', 'smSalt: 101', 'smLincsID: LSM-6019', 'smName: QL-XII-47', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.25055	0.039024	-0.24625	0.075968
('339110 4114', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.33199	0.04309	-0.10503	0.0091717
('339111 4115', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.29254	0.039805	-0.17151	0.0077533
('339112 4116', 'smCenterCompoundID: 10001', 'smSalt: 101', 'smLincsID: LSM-1001', 'smName: (R)- Roscovitine', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.48106	0.049452	0.13585	0.091217
('339113 4117', 'smCenterCompoundID: 10138', 'smSalt: 105', 'smLincsID: LSM-1139', 'smName: Ruxolitinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.88886	0.069733	0.8183	0.11685
('339114 4118', 'smCenterCompoundID: 10148', 'smSalt: 101', 'smLincsID: LSM-1149', 'smName: XL147', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.79501	0.041383	0.65076	0.085473
('339115 4119', 'smCenterCompoundID: 10032', 'smSalt: 101', 'smLincsID: LSM-1032', 'smName: Saracatinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.50836	0.012306	0.18033	0.055005
('339116 4120', 'smCenterCompoundID: 10056', 'smSalt: 101', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.96327	0.014994	0.93598	0.027597
('339117 4121', 'smCenterCompoundID: 10052', 'smSalt: 101', 'smLincsID: LSM-1052', 'smName: Rapamycin', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.59326	0.0048738	0.3211	0.048035
('339118 4122', 'smCenterCompoundID: 10008', 'smSalt: 101', 'smLincsID: LSM-1008', 'smName: Sorafenib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.51785	0.060266	0.1855	0.14127
('339119 4123', 'smCenterCompoundID: 10119', 'smSalt: 101', 'smLincsID: LSM-1119', 'smName: SU11274', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.39939	0.028763	0.0045091	0.011842
('339120 4124', 'smCenterCompoundID: 10141', 'smSalt: 101', 'smLincsID: LSM-1142', 'smName: TG 101348', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.29255	0.015752	-0.17754	0.06036
('339121 4125', 'smCenterCompoundID: 10171', 'smSalt: 101', 'smLincsID: LSM-1172', 'smName: TGX221', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.93961	0.024664	0.90417	0.035807
('339122 4126', 'smCenterCompoundID: 10079', 'smSalt: 101', 'smLincsID: LSM-1079', 'smName: Torin1', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.28838	0.01755	-0.18939	0.098603
('339123 4127', 'smCenterCompoundID: 10080', 'smSalt: 101', 'smLincsID: LSM-1080', 'smName: Torin2', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.2509	0.030641	-0.25147	0.11045
('339124 4128', 'smCenterCompoundID: 10021', 'smSalt: 101', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.37272	0.0085148	-0.044554	0.053396
('339125 4129', 'smCenterCompoundID: 10142', 'smSalt: 101', 'smLincsID: LSM-1143', 'smName: Trametinib', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.77821	0.047131	0.62634	0.085917
('339126 4130', 'smCenterCompoundID: 10111', 'smSalt: 101', 'smLincsID: LSM-1111', 'smName: TWS119', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.29274	0.045961	-0.18782	0.14704
('339127 4131', 'smCenterCompoundID: 10068', 'smSalt: 101', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.88266	0.024413	0.80895	0.031831
('339128 4132', 'smCenterCompoundID: 10481', 'smSalt: 101', 'smLincsID: ', 'smName: Withaferin A', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.24776	0.0038967	-0.25353	0.071495
('339129 4133', 'smCenterCompoundID: 10481', 'smSalt: 101', 'smLincsID: ', 'smName: Withaferin A', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.26534	0.0053041	-0.22562	0.081159
('339130 4134', 'smCenterCompoundID: 10064', 'smSalt: 101', 'smLincsID: LSM-1064', 'smName: WYE-125132', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.3666	0.021156	-0.056047	0.075266
('339131 4135', 'smCenterCompoundID: 10084', 'smSalt: 101', 'smLincsID: LSM-5970', 'smName: WZ3105', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP5')	0.28104	0.046358	-0.1985	0.10833
('339132 4136', 'smCenterCompoundID: 10086', 'smSalt: 101', 'smLincsID: LSM-1086', 'smName: XMD11-50', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'smallMolConcentration: 10.0', 'ljpLibraryPlate: LJP6')	0.43398	0.020996	0.052533	0.090741
